"","state","site","date","dailycases","note"
"500","Brazil","Distrito Federal",2020-04-03,32,"NA"
"501","Brazil","Distrito Federal",2020-04-04,52,"NA"
"502","Brazil","Distrito Federal",2020-04-05,14,"NA"
"503","Brazil","Distrito Federal",2020-04-06,5,"NA"
"504","Brazil","Distrito Federal",2020-04-07,19,"NA"
"505","Brazil","Distrito Federal",2020-04-08,17,"NA"
"506","Brazil","Distrito Federal",2020-04-09,18,"NA"
"507","Brazil","Distrito Federal",2020-04-10,28,"NA"
"508","Brazil","Distrito Federal",2020-04-11,24,"NA"
"509","Brazil","Distrito Federal",2020-04-12,35,"NA"
"510","Brazil","Distrito Federal",2020-04-13,24,"NA"
"511","Brazil","Distrito Federal",2020-04-14,13,"NA"
"512","Brazil","Distrito Federal",2020-04-15,31,"NA"
"513","Brazil","Distrito Federal",2020-04-16,34,"NA"
"514","Brazil","Distrito Federal",2020-04-17,30,"NA"
"515","Brazil","Distrito Federal",2020-04-18,16,"NA"
"516","Brazil","Distrito Federal",2020-04-19,65,"NA"
"517","Brazil","Distrito Federal",2020-04-20,45,"NA"
"518","Brazil","Distrito Federal",2020-04-21,9,"NA"
"519","Brazil","Distrito Federal",2020-04-22,65,"NA"
"520","Brazil","Distrito Federal",2020-04-23,17,"NA"
"521","Brazil","Distrito Federal",2020-04-24,26,"NA"
"522","Brazil","Distrito Federal",2020-04-25,24,"NA"
"523","Brazil","Distrito Federal",2020-04-26,53,"NA"
"524","Brazil","Distrito Federal",2020-04-27,80,"NA"
"525","Brazil","Distrito Federal",2020-04-28,67,"NA"
"526","Brazil","Distrito Federal",2020-04-29,62,"NA"
"527","Brazil","Distrito Federal",2020-04-30,81,"NA"
"528","Brazil","Distrito Federal",2020-05-01,110,"NA"
"529","Brazil","Espirito Santo",2020-02-26,0,"NA"
"530","Brazil","Espirito Santo",2020-02-27,0,"NA"
"531","Brazil","Espirito Santo",2020-02-28,0,"NA"
"532","Brazil","Espirito Santo",2020-02-29,0,"NA"
"533","Brazil","Espirito Santo",2020-03-01,0,"NA"
"534","Brazil","Espirito Santo",2020-03-02,0,"NA"
"535","Brazil","Espirito Santo",2020-03-03,0,"NA"
"536","Brazil","Espirito Santo",2020-03-04,0,"NA"
"537","Brazil","Espirito Santo",2020-03-05,0,"NA"
"538","Brazil","Espirito Santo",2020-03-06,1,"NA"
"539","Brazil","Espirito Santo",2020-03-07,0,"NA"
"540","Brazil","Espirito Santo",2020-03-08,0,"NA"
"541","Brazil","Espirito Santo",2020-03-09,0,"NA"
"542","Brazil","Espirito Santo",2020-03-10,0,"NA"
"543","Brazil","Espirito Santo",2020-03-11,0,"NA"
"544","Brazil","Espirito Santo",2020-03-12,0,"NA"
"545","Brazil","Espirito Santo",2020-03-13,0,"NA"
"546","Brazil","Espirito Santo",2020-03-14,0,"NA"
"547","Brazil","Espirito Santo",2020-03-15,0,"NA"
"548","Brazil","Espirito Santo",2020-03-16,0,"NA"
"549","Brazil","Espirito Santo",2020-03-17,0,"NA"
"550","Brazil","Espirito Santo",2020-03-18,8,"NA"
"551","Brazil","Espirito Santo",2020-03-19,2,"NA"
"552","Brazil","Espirito Santo",2020-03-20,2,"NA"
"553","Brazil","Espirito Santo",2020-03-21,13,"NA"
"554","Brazil","Espirito Santo",2020-03-22,0,"NA"
"555","Brazil","Espirito Santo",2020-03-23,3,"NA"
"556","Brazil","Espirito Santo",2020-03-24,4,"NA"
"557","Brazil","Espirito Santo",2020-03-25,6,"NA"
"558","Brazil","Espirito Santo",2020-03-26,0,"NA"
"559","Brazil","Espirito Santo",2020-03-27,8,"NA"
"560","Brazil","Espirito Santo",2020-03-28,6,"NA"
"561","Brazil","Espirito Santo",2020-03-29,7,"NA"
"562","Brazil","Espirito Santo",2020-03-30,12,"NA"
"563","Brazil","Espirito Santo",2020-03-31,12,"NA"
"564","Brazil","Espirito Santo",2020-04-01,12,"NA"
"565","Brazil","Espirito Santo",2020-04-02,24,"NA"
"566","Brazil","Espirito Santo",2020-04-03,19,"NA"
"567","Brazil","Espirito Santo",2020-04-04,14,"NA"
"568","Brazil","Espirito Santo",2020-04-05,13,"NA"
"569","Brazil","Espirito Santo",2020-04-06,28,"NA"
"570","Brazil","Espirito Santo",2020-04-07,15,"NA"
"571","Brazil","Espirito Santo",2020-04-08,18,"NA"
"572","Brazil","Espirito Santo",2020-04-09,46,"NA"
"573","Brazil","Espirito Santo",2020-04-10,27,"NA"
"574","Brazil","Espirito Santo",2020-04-11,49,"NA"
"575","Brazil","Espirito Santo",2020-04-12,34,"NA"
"576","Brazil","Espirito Santo",2020-04-13,47,"NA"
"577","Brazil","Espirito Santo",2020-04-14,33,"NA"
"578","Brazil","Espirito Santo",2020-04-15,94,"NA"
"579","Brazil","Espirito Santo",2020-04-16,197,"NA"
"580","Brazil","Espirito Santo",2020-04-17,102,"NA"
"581","Brazil","Espirito Santo",2020-04-18,96,"NA"
"582","Brazil","Espirito Santo",2020-04-19,147,"NA"
"583","Brazil","Espirito Santo",2020-04-20,69,"NA"
"584","Brazil","Espirito Santo",2020-04-21,44,"NA"
"585","Brazil","Espirito Santo",2020-04-22,101,"NA"
"586","Brazil","Espirito Santo",2020-04-23,50,"NA"
"587","Brazil","Espirito Santo",2020-04-24,18,"NA"
"588","Brazil","Espirito Santo",2020-04-25,214,"NA"
"589","Brazil","Espirito Santo",2020-04-26,108,"NA"
"590","Brazil","Espirito Santo",2020-04-27,93,"NA"
"591","Brazil","Espirito Santo",2020-04-28,78,"NA"
"592","Brazil","Espirito Santo",2020-04-29,233,"NA"
"593","Brazil","Espirito Santo",2020-04-30,358,"NA"
"594","Brazil","Espirito Santo",2020-05-01,197,"NA"
"595","Brazil","Goiás",2020-02-26,0,"NA"
"596","Brazil","Goiás",2020-02-27,0,"NA"
"597","Brazil","Goiás",2020-02-28,0,"NA"
"598","Brazil","Goiás",2020-02-29,0,"NA"
"599","Brazil","Goiás",2020-03-01,0,"NA"
"600","Brazil","Goiás",2020-03-02,0,"NA"
"601","Brazil","Goiás",2020-03-03,0,"NA"
"602","Brazil","Goiás",2020-03-04,0,"NA"
"603","Brazil","Goiás",2020-03-05,0,"NA"
"604","Brazil","Goiás",2020-03-06,0,"NA"
"605","Brazil","Goiás",2020-03-07,0,"NA"
"606","Brazil","Goiás",2020-03-08,0,"NA"
"607","Brazil","Goiás",2020-03-09,0,"NA"
"608","Brazil","Goiás",2020-03-10,0,"NA"
"609","Brazil","Goiás",2020-03-11,0,"NA"
"610","Brazil","Goiás",2020-03-12,0,"NA"
"611","Brazil","Goiás",2020-03-13,3,"NA"
"612","Brazil","Goiás",2020-03-14,0,"NA"
"613","Brazil","Goiás",2020-03-15,0,"NA"
"614","Brazil","Goiás",2020-03-16,0,"NA"
"615","Brazil","Goiás",2020-03-17,3,"NA"
"616","Brazil","Goiás",2020-03-18,2,"NA"
"617","Brazil","Goiás",2020-03-19,4,"NA"
"618","Brazil","Goiás",2020-03-20,3,"NA"
"619","Brazil","Goiás",2020-03-21,5,"NA"
"620","Brazil","Goiás",2020-03-22,1,"NA"
"621","Brazil","Goiás",2020-03-23,2,"NA"
"622","Brazil","Goiás",2020-03-24,4,"NA"
"623","Brazil","Goiás",2020-03-25,2,"NA"
"624","Brazil","Goiás",2020-03-26,10,"NA"
"625","Brazil","Goiás",2020-03-27,10,"NA"
"626","Brazil","Goiás",2020-03-28,7,"NA"
"627","Brazil","Goiás",2020-03-29,2,"NA"
"628","Brazil","Goiás",2020-03-30,3,"NA"
"629","Brazil","Goiás",2020-03-31,4,"NA"
"630","Brazil","Goiás",2020-04-01,6,"NA"
"631","Brazil","Goiás",2020-04-02,2,"NA"
"632","Brazil","Goiás",2020-04-03,15,"NA"
"633","Brazil","Goiás",2020-04-04,15,"NA"
"634","Brazil","Goiás",2020-04-05,12,"NA"
"635","Brazil","Goiás",2020-04-06,4,"NA"
"636","Brazil","Goiás",2020-04-07,14,"NA"
"637","Brazil","Goiás",2020-04-08,25,"NA"
"638","Brazil","Goiás",2020-04-09,21,"NA"
"639","Brazil","Goiás",2020-04-10,12,"NA"
"640","Brazil","Goiás",2020-04-11,18,"NA"
"641","Brazil","Goiás",2020-04-12,20,"NA"
"642","Brazil","Goiás",2020-04-13,4,"NA"
"643","Brazil","Goiás",2020-04-14,51,"NA"
"644","Brazil","Goiás",2020-04-15,20,"NA"
"645","Brazil","Goiás",2020-04-16,14,"NA"
"646","Brazil","Goiás",2020-04-17,17,"NA"
"647","Brazil","Goiás",2020-04-18,43,"NA"
"648","Brazil","Goiás",2020-04-19,15,"NA"
"649","Brazil","Goiás",2020-04-20,10,"NA"
"650","Brazil","Goiás",2020-04-21,18,"NA"
"651","Brazil","Goiás",2020-04-22,17,"NA"
"652","Brazil","Goiás",2020-04-23,15,"NA"
"653","Brazil","Goiás",2020-04-24,33,"NA"
"654","Brazil","Goiás",2020-04-25,20,"NA"
"655","Brazil","Goiás",2020-04-26,67,"NA"
"656","Brazil","Goiás",2020-04-27,43,"NA"
"657","Brazil","Goiás",2020-04-28,45,"NA"
"658","Brazil","Goiás",2020-04-29,44,"NA"
"659","Brazil","Goiás",2020-04-30,76,"NA"
"660","Brazil","Goiás",2020-05-01,27,"NA"
"661","Brazil","Maranhão",2020-02-26,0,"NA"
"662","Brazil","Maranhão",2020-02-27,0,"NA"
"663","Brazil","Maranhão",2020-02-28,0,"NA"
"664","Brazil","Maranhão",2020-02-29,0,"NA"
"665","Brazil","Maranhão",2020-03-01,0,"NA"
"666","Brazil","Maranhão",2020-03-02,0,"NA"
"667","Brazil","Maranhão",2020-03-03,0,"NA"
"668","Brazil","Maranhão",2020-03-04,0,"NA"
"669","Brazil","Maranhão",2020-03-05,0,"NA"
"670","Brazil","Maranhão",2020-03-06,0,"NA"
"671","Brazil","Maranhão",2020-03-07,0,"NA"
"672","Brazil","Maranhão",2020-03-08,0,"NA"
"673","Brazil","Maranhão",2020-03-09,0,"NA"
"674","Brazil","Maranhão",2020-03-10,0,"NA"
"675","Brazil","Maranhão",2020-03-11,0,"NA"
"676","Brazil","Maranhão",2020-03-12,0,"NA"
"677","Brazil","Maranhão",2020-03-13,0,"NA"
"678","Brazil","Maranhão",2020-03-14,0,"NA"
"679","Brazil","Maranhão",2020-03-15,0,"NA"
"680","Brazil","Maranhão",2020-03-16,0,"NA"
"681","Brazil","Maranhão",2020-03-17,0,"NA"
"682","Brazil","Maranhão",2020-03-18,0,"NA"
"683","Brazil","Maranhão",2020-03-19,0,"NA"
"684","Brazil","Maranhão",2020-03-20,0,"NA"
"685","Brazil","Maranhão",2020-03-21,1,"NA"
"686","Brazil","Maranhão",2020-03-22,1,"NA"
"687","Brazil","Maranhão",2020-03-23,0,"NA"
"688","Brazil","Maranhão",2020-03-24,6,"NA"
"689","Brazil","Maranhão",2020-03-25,0,"NA"
"690","Brazil","Maranhão",2020-03-26,2,"NA"
"691","Brazil","Maranhão",2020-03-27,3,"NA"
"692","Brazil","Maranhão",2020-03-28,1,"NA"
"693","Brazil","Maranhão",2020-03-29,2,"NA"
"694","Brazil","Maranhão",2020-03-30,7,"NA"
"695","Brazil","Maranhão",2020-03-31,8,"NA"
"696","Brazil","Maranhão",2020-04-01,23,"NA"
"697","Brazil","Maranhão",2020-04-02,17,"NA"
"698","Brazil","Maranhão",2020-04-03,10,"NA"
"699","Brazil","Maranhão",2020-04-04,7,"NA"
"700","Brazil","Maranhão",2020-04-05,8,"NA"
"701","Brazil","Maranhão",2020-04-06,37,"NA"
"702","Brazil","Maranhão",2020-04-07,39,"NA"
"703","Brazil","Maranhão",2020-04-08,58,"NA"
"704","Brazil","Maranhão",2020-04-09,43,"NA"
"705","Brazil","Maranhão",2020-04-10,20,"NA"
"706","Brazil","Maranhão",2020-04-11,51,"NA"
"707","Brazil","Maranhão",2020-04-12,54,"NA"
"708","Brazil","Maranhão",2020-04-13,47,"NA"
"709","Brazil","Maranhão",2020-04-14,33,"NA"
"710","Brazil","Maranhão",2020-04-15,152,"NA"
"711","Brazil","Maranhão",2020-04-16,65,"NA"
"712","Brazil","Maranhão",2020-04-17,102,"NA"
"713","Brazil","Maranhão",2020-04-18,243,"NA"
"714","Brazil","Maranhão",2020-04-19,165,"NA"
"715","Brazil","Maranhão",2020-04-20,115,"NA"
"716","Brazil","Maranhão",2020-04-21,76,"NA"
"717","Brazil","Maranhão",2020-04-22,208,"NA"
"718","Brazil","Maranhão",2020-04-23,153,"NA"
"719","Brazil","Maranhão",2020-04-24,194,"NA"
"720","Brazil","Maranhão",2020-04-25,154,"NA"
"721","Brazil","Maranhão",2020-04-26,118,"NA"
"722","Brazil","Maranhão",2020-04-27,187,"NA"
"723","Brazil","Maranhão",2020-04-28,118,"NA"
"724","Brazil","Maranhão",2020-04-29,276,"NA"
"725","Brazil","Maranhão",2020-04-30,386,"NA"
"726","Brazil","Maranhão",2020-05-01,316,"NA"
"727","Brazil","Mato Grosso",2020-02-26,0,"NA"
"728","Brazil","Mato Grosso",2020-02-27,0,"NA"
"729","Brazil","Mato Grosso",2020-02-28,0,"NA"
"730","Brazil","Mato Grosso",2020-02-29,0,"NA"
"731","Brazil","Mato Grosso",2020-03-01,0,"NA"
"732","Brazil","Mato Grosso",2020-03-02,0,"NA"
"733","Brazil","Mato Grosso",2020-03-03,0,"NA"
"734","Brazil","Mato Grosso",2020-03-04,0,"NA"
"735","Brazil","Mato Grosso",2020-03-05,0,"NA"
"736","Brazil","Mato Grosso",2020-03-06,0,"NA"
"737","Brazil","Mato Grosso",2020-03-07,0,"NA"
"738","Brazil","Mato Grosso",2020-03-08,0,"NA"
"739","Brazil","Mato Grosso",2020-03-09,0,"NA"
"740","Brazil","Mato Grosso",2020-03-10,0,"NA"
"741","Brazil","Mato Grosso",2020-03-11,0,"NA"
"742","Brazil","Mato Grosso",2020-03-12,0,"NA"
"743","Brazil","Mato Grosso",2020-03-13,0,"NA"
"744","Brazil","Mato Grosso",2020-03-14,0,"NA"
"745","Brazil","Mato Grosso",2020-03-15,0,"NA"
"746","Brazil","Mato Grosso",2020-03-16,0,"NA"
"747","Brazil","Mato Grosso",2020-03-17,0,"NA"
"748","Brazil","Mato Grosso",2020-03-18,0,"NA"
"749","Brazil","Mato Grosso",2020-03-19,0,"NA"
"750","Brazil","Mato Grosso",2020-03-20,1,"NA"
"751","Brazil","Mato Grosso",2020-03-21,1,"NA"
"752","Brazil","Mato Grosso",2020-03-22,0,"NA"
"753","Brazil","Mato Grosso",2020-03-23,0,"NA"
"754","Brazil","Mato Grosso",2020-03-24,5,"NA"
"755","Brazil","Mato Grosso",2020-03-25,1,"NA"
"756","Brazil","Mato Grosso",2020-03-26,3,"NA"
"757","Brazil","Mato Grosso",2020-03-27,0,"NA"
"758","Brazil","Mato Grosso",2020-03-28,2,"NA"
"759","Brazil","Mato Grosso",2020-03-29,3,"NA"
"760","Brazil","Mato Grosso",2020-03-30,2,"NA"
"761","Brazil","Mato Grosso",2020-03-31,7,"NA"
"762","Brazil","Mato Grosso",2020-04-01,2,"NA"
"763","Brazil","Mato Grosso",2020-04-02,9,"NA"
"764","Brazil","Mato Grosso",2020-04-03,8,"NA"
"765","Brazil","Mato Grosso",2020-04-04,12,"NA"
"766","Brazil","Mato Grosso",2020-04-05,4,"NA"
"767","Brazil","Mato Grosso",2020-04-06,16,"NA"
"768","Brazil","Mato Grosso",2020-04-07,2,"NA"
"769","Brazil","Mato Grosso",2020-04-08,12,"NA"
"770","Brazil","Mato Grosso",2020-04-09,18,"NA"
"771","Brazil","Mato Grosso",2020-04-10,4,"NA"
"772","Brazil","Mato Grosso",2020-04-11,9,"NA"
"773","Brazil","Mato Grosso",2020-04-12,2,"NA"
"774","Brazil","Mato Grosso",2020-04-13,11,"NA"
"775","Brazil","Mato Grosso",2020-04-14,4,"NA"
"776","Brazil","Mato Grosso",2020-04-15,13,"NA"
"777","Brazil","Mato Grosso",2020-04-16,5,"NA"
"778","Brazil","Mato Grosso",2020-04-17,6,"NA"
"779","Brazil","Mato Grosso",2020-04-18,9,"NA"
"780","Brazil","Mato Grosso",2020-04-19,3,"NA"
"781","Brazil","Mato Grosso",2020-04-20,7,"NA"
"782","Brazil","Mato Grosso",2020-04-21,0,"NA"
"783","Brazil","Mato Grosso",2020-04-22,2,"NA"
"784","Brazil","Mato Grosso",2020-04-23,38,"NA"
"785","Brazil","Mato Grosso",2020-04-24,19,"NA"
"786","Brazil","Mato Grosso",2020-04-25,7,"NA"
"787","Brazil","Mato Grosso",2020-04-26,3,"NA"
"788","Brazil","Mato Grosso",2020-04-27,7,"NA"
"789","Brazil","Mato Grosso",2020-04-28,4,"NA"
"790","Brazil","Mato Grosso",2020-04-29,31,"NA"
"791","Brazil","Mato Grosso",2020-04-30,5,"NA"
"792","Brazil","Mato Grosso",2020-05-01,23,"NA"
"793","Brazil","Mato Grosso do Sul",2020-02-26,0,"NA"
"794","Brazil","Mato Grosso do Sul",2020-02-27,0,"NA"
"795","Brazil","Mato Grosso do Sul",2020-02-28,0,"NA"
"796","Brazil","Mato Grosso do Sul",2020-02-29,0,"NA"
"797","Brazil","Mato Grosso do Sul",2020-03-01,0,"NA"
"798","Brazil","Mato Grosso do Sul",2020-03-02,0,"NA"
"799","Brazil","Mato Grosso do Sul",2020-03-03,0,"NA"
"800","Brazil","Mato Grosso do Sul",2020-03-04,0,"NA"
"801","Brazil","Mato Grosso do Sul",2020-03-05,0,"NA"
"802","Brazil","Mato Grosso do Sul",2020-03-06,0,"NA"
"803","Brazil","Mato Grosso do Sul",2020-03-07,0,"NA"
"804","Brazil","Mato Grosso do Sul",2020-03-08,0,"NA"
"805","Brazil","Mato Grosso do Sul",2020-03-09,0,"NA"
"806","Brazil","Mato Grosso do Sul",2020-03-10,0,"NA"
"807","Brazil","Mato Grosso do Sul",2020-03-11,0,"NA"
"808","Brazil","Mato Grosso do Sul",2020-03-12,0,"NA"
"809","Brazil","Mato Grosso do Sul",2020-03-13,0,"NA"
"810","Brazil","Mato Grosso do Sul",2020-03-14,0,"NA"
"811","Brazil","Mato Grosso do Sul",2020-03-15,0,"NA"
"812","Brazil","Mato Grosso do Sul",2020-03-16,2,"NA"
"813","Brazil","Mato Grosso do Sul",2020-03-17,2,"NA"
"814","Brazil","Mato Grosso do Sul",2020-03-18,3,"NA"
"815","Brazil","Mato Grosso do Sul",2020-03-19,0,"NA"
"816","Brazil","Mato Grosso do Sul",2020-03-20,2,"NA"
"817","Brazil","Mato Grosso do Sul",2020-03-21,7,"NA"
"818","Brazil","Mato Grosso do Sul",2020-03-22,5,"NA"
"819","Brazil","Mato Grosso do Sul",2020-03-23,0,"NA"
"820","Brazil","Mato Grosso do Sul",2020-03-24,2,"NA"
"821","Brazil","Mato Grosso do Sul",2020-03-25,1,"NA"
"822","Brazil","Mato Grosso do Sul",2020-03-26,1,"NA"
"823","Brazil","Mato Grosso do Sul",2020-03-27,3,"NA"
"824","Brazil","Mato Grosso do Sul",2020-03-28,3,"NA"
"825","Brazil","Mato Grosso do Sul",2020-03-29,5,"NA"
"826","Brazil","Mato Grosso do Sul",2020-03-30,8,"NA"
"827","Brazil","Mato Grosso do Sul",2020-03-31,4,"NA"
"828","Brazil","Mato Grosso do Sul",2020-04-01,3,"NA"
"829","Brazil","Mato Grosso do Sul",2020-04-02,2,"NA"
"830","Brazil","Mato Grosso do Sul",2020-04-03,7,"NA"
"831","Brazil","Mato Grosso do Sul",2020-04-04,2,"NA"
"832","Brazil","Mato Grosso do Sul",2020-04-05,3,"NA"
"833","Brazil","Mato Grosso do Sul",2020-04-06,1,"NA"
"834","Brazil","Mato Grosso do Sul",2020-04-07,14,"NA"
"835","Brazil","Mato Grosso do Sul",2020-04-08,5,"NA"
"836","Brazil","Mato Grosso do Sul",2020-04-09,4,"NA"
"837","Brazil","Mato Grosso do Sul",2020-04-10,8,"NA"
"838","Brazil","Mato Grosso do Sul",2020-04-11,3,"NA"
"839","Brazil","Mato Grosso do Sul",2020-04-12,1,"NA"
"840","Brazil","Mato Grosso do Sul",2020-04-13,12,"NA"
"841","Brazil","Mato Grosso do Sul",2020-04-14,2,"NA"
"842","Brazil","Mato Grosso do Sul",2020-04-15,6,"NA"
"843","Brazil","Mato Grosso do Sul",2020-04-16,10,"NA"
"844","Brazil","Mato Grosso do Sul",2020-04-17,12,"NA"
"845","Brazil","Mato Grosso do Sul",2020-04-18,18,"NA"
"846","Brazil","Mato Grosso do Sul",2020-04-19,7,"NA"
"847","Brazil","Mato Grosso do Sul",2020-04-20,3,"NA"
"848","Brazil","Mato Grosso do Sul",2020-04-21,2,"NA"
"849","Brazil","Mato Grosso do Sul",2020-04-22,2,"NA"
"850","Brazil","Mato Grosso do Sul",2020-04-23,11,"NA"
"851","Brazil","Mato Grosso do Sul",2020-04-24,27,"NA"
"852","Brazil","Mato Grosso do Sul",2020-04-25,4,"NA"
"853","Brazil","Mato Grosso do Sul",2020-04-26,17,"NA"
"854","Brazil","Mato Grosso do Sul",2020-04-27,4,"NA"
"855","Brazil","Mato Grosso do Sul",2020-04-28,2,"NA"
"856","Brazil","Mato Grosso do Sul",2020-04-29,9,"NA"
"857","Brazil","Mato Grosso do Sul",2020-04-30,6,"NA"
"858","Brazil","Mato Grosso do Sul",2020-05-01,6,"NA"
"859","Brazil","Minas Gerais",2020-02-26,0,"NA"
"860","Brazil","Minas Gerais",2020-02-27,0,"NA"
"861","Brazil","Minas Gerais",2020-02-28,0,"NA"
"862","Brazil","Minas Gerais",2020-02-29,0,"NA"
"863","Brazil","Minas Gerais",2020-03-01,0,"NA"
"864","Brazil","Minas Gerais",2020-03-02,0,"NA"
"865","Brazil","Minas Gerais",2020-03-03,0,"NA"
"866","Brazil","Minas Gerais",2020-03-04,0,"NA"
"867","Brazil","Minas Gerais",2020-03-05,0,"NA"
"868","Brazil","Minas Gerais",2020-03-06,0,"NA"
"869","Brazil","Minas Gerais",2020-03-07,0,"NA"
"870","Brazil","Minas Gerais",2020-03-08,1,"NA"
"871","Brazil","Minas Gerais",2020-03-09,0,"NA"
"872","Brazil","Minas Gerais",2020-03-10,0,"NA"
"873","Brazil","Minas Gerais",2020-03-11,0,"NA"
"874","Brazil","Minas Gerais",2020-03-12,0,"NA"
"875","Brazil","Minas Gerais",2020-03-13,1,"NA"
"876","Brazil","Minas Gerais",2020-03-14,0,"NA"
"877","Brazil","Minas Gerais",2020-03-15,0,"NA"
"878","Brazil","Minas Gerais",2020-03-16,3,"NA"
"879","Brazil","Minas Gerais",2020-03-17,2,"NA"
"880","Brazil","Minas Gerais",2020-03-18,8,"NA"
"881","Brazil","Minas Gerais",2020-03-19,14,"NA"
"882","Brazil","Minas Gerais",2020-03-20,6,"NA"
"883","Brazil","Minas Gerais",2020-03-21,3,"NA"
"884","Brazil","Minas Gerais",2020-03-22,45,"NA"
"885","Brazil","Minas Gerais",2020-03-23,45,"NA"
"886","Brazil","Minas Gerais",2020-03-24,2,"NA"
"887","Brazil","Minas Gerais",2020-03-25,3,"NA"
"888","Brazil","Minas Gerais",2020-03-26,20,"NA"
"889","Brazil","Minas Gerais",2020-03-27,36,"NA"
"890","Brazil","Minas Gerais",2020-03-28,16,"NA"
"891","Brazil","Minas Gerais",2020-03-29,26,"NA"
"892","Brazil","Minas Gerais",2020-03-30,30,"NA"
"893","Brazil","Minas Gerais",2020-03-31,14,"NA"
"894","Brazil","Minas Gerais",2020-04-01,39,"NA"
"895","Brazil","Minas Gerais",2020-04-02,56,"NA"
"896","Brazil","Minas Gerais",2020-04-03,27,"NA"
"897","Brazil","Minas Gerais",2020-04-04,33,"NA"
"898","Brazil","Minas Gerais",2020-04-05,68,"NA"
"899","Brazil","Minas Gerais",2020-04-06,27,"NA"
"900","Brazil","Minas Gerais",2020-04-07,34,"NA"
"901","Brazil","Minas Gerais",2020-04-08,55,"NA"
"902","Brazil","Minas Gerais",2020-04-09,41,"NA"
"903","Brazil","Minas Gerais",2020-04-10,43,"NA"
"904","Brazil","Minas Gerais",2020-04-11,52,"NA"
"905","Brazil","Minas Gerais",2020-04-12,56,"NA"
"906","Brazil","Minas Gerais",2020-04-13,9,"NA"
"907","Brazil","Minas Gerais",2020-04-14,69,"NA"
"908","Brazil","Minas Gerais",2020-04-15,19,"NA"
"909","Brazil","Minas Gerais",2020-04-16,55,"NA"
"910","Brazil","Minas Gerais",2020-04-17,63,"NA"
"911","Brazil","Minas Gerais",2020-04-18,56,"NA"
"912","Brazil","Minas Gerais",2020-04-19,77,"NA"
"913","Brazil","Minas Gerais",2020-04-20,35,"NA"
"914","Brazil","Minas Gerais",2020-04-21,41,"NA"
"915","Brazil","Minas Gerais",2020-04-22,53,"NA"
"916","Brazil","Minas Gerais",2020-04-23,25,"NA"
"917","Brazil","Minas Gerais",2020-04-24,111,"NA"
"918","Brazil","Minas Gerais",2020-04-25,62,"NA"
"919","Brazil","Minas Gerais",2020-04-26,67,"NA"
"920","Brazil","Minas Gerais",2020-04-27,38,"NA"
"921","Brazil","Minas Gerais",2020-04-28,63,"NA"
"922","Brazil","Minas Gerais",2020-04-29,109,"NA"
"923","Brazil","Minas Gerais",2020-04-30,69,"NA"
"924","Brazil","Minas Gerais",2020-05-01,108,"NA"
"925","Brazil","Nordeste",2020-02-26,0,"NA"
"926","Brazil","Nordeste",2020-02-27,0,"NA"
"927","Brazil","Nordeste",2020-02-28,0,"NA"
"928","Brazil","Nordeste",2020-02-29,0,"NA"
"929","Brazil","Nordeste",2020-03-01,0,"NA"
"930","Brazil","Nordeste",2020-03-02,0,"NA"
"931","Brazil","Nordeste",2020-03-03,0,"NA"
"932","Brazil","Nordeste",2020-03-04,0,"NA"
"933","Brazil","Nordeste",2020-03-05,0,"NA"
"934","Brazil","Nordeste",2020-03-06,1,"NA"
"935","Brazil","Nordeste",2020-03-07,1,"NA"
"936","Brazil","Nordeste",2020-03-08,1,"NA"
"937","Brazil","Nordeste",2020-03-09,0,"NA"
"938","Brazil","Nordeste",2020-03-10,0,"NA"
"939","Brazil","Nordeste",2020-03-11,0,"NA"
"940","Brazil","Nordeste",2020-03-12,2,"NA"
"941","Brazil","Nordeste",2020-03-13,1,"NA"
"942","Brazil","Nordeste",2020-03-14,0,"NA"
"943","Brazil","Nordeste",2020-03-15,1,"NA"
"944","Brazil","Nordeste",2020-03-16,0,"NA"
"945","Brazil","Nordeste",2020-03-17,23,"NA"
"946","Brazil","Nordeste",2020-03-18,5,"NA"
"947","Brazil","Nordeste",2020-03-19,55,"NA"
"948","Brazil","Nordeste",2020-03-20,44,"NA"
"949","Brazil","Nordeste",2020-03-21,34,"NA"
"950","Brazil","Nordeste",2020-03-22,63,"NA"
"951","Brazil","Nordeste",2020-03-23,77,"NA"
"952","Brazil","Nordeste",2020-03-24,46,"NA"
"953","Brazil","Nordeste",2020-03-25,36,"NA"
"954","Brazil","Nordeste",2020-03-26,67,"NA"
"955","Brazil","Nordeste",2020-03-27,82,"NA"
"956","Brazil","Nordeste",2020-03-28,85,"NA"
"957","Brazil","Nordeste",2020-03-29,96,"NA"
"958","Brazil","Nordeste",2020-03-30,70,"NA"
"959","Brazil","Nordeste",2020-03-31,85,"NA"
"960","Brazil","Nordeste",2020-04-01,132,"NA"
"961","Brazil","Nordeste",2020-04-02,173,"NA"
"962","Brazil","Nordeste",2020-04-03,219,"NA"
"963","Brazil","Nordeste",2020-04-04,243,"NA"
"964","Brazil","Nordeste",2020-04-05,238,"NA"
"965","Brazil","Nordeste",2020-04-06,287,"NA"
"966","Brazil","Nordeste",2020-04-07,250,"NA"
"967","Brazil","Nordeste",2020-04-08,408,"NA"
"968","Brazil","Nordeste",2020-04-09,417,"NA"
"969","Brazil","Nordeste",2020-04-10,286,"NA"
"970","Brazil","Nordeste",2020-04-11,354,"NA"
