"","state","data","region","dailycases","note"
"491","Nigeria",2020-05-04,"Oyo",5,"NA"
"492","Nigeria",2020-05-05,"Oyo",5,"NA"
"493","Nigeria",2020-05-06,"Oyo",8,"NA"
"494","Nigeria",2020-05-07,"Oyo",3,"NA"
"495","Nigeria",2020-05-08,"Oyo",4,"NA"
"496","Nigeria",2020-05-09,"Oyo",5,"NA"
"497","Nigeria",2020-05-11,"Oyo",1,"NA"
"498","Nigeria",2020-05-12,"Oyo",4,"NA"
"499","Nigeria",2020-05-13,"Oyo",4,"NA"
"500","Nigeria",2020-05-15,"Oyo",3,"NA"
"501","Nigeria",2020-05-16,"Oyo",31,"NA"
"502","Nigeria",2020-05-17,"Oyo",11,"NA"
"503","Nigeria",2020-05-18,"Oyo",19,"NA"
"504","Nigeria",2020-05-19,"Oyo",6,"NA"
"505","Nigeria",2020-04-23,"Plateau",1,"NA"
"506","Nigeria",2020-05-02,"Plateau",2,"NA"
"507","Nigeria",2020-05-05,"Plateau",1,"NA"
"508","Nigeria",2020-05-07,"Plateau",1,"NA"
"509","Nigeria",2020-05-08,"Plateau",10,"NA"
"510","Nigeria",2020-05-09,"Plateau",2,"NA"
"511","Nigeria",2020-05-12,"Plateau",2,"NA"
"512","Nigeria",2020-05-13,"Plateau",1,"NA"
"513","Nigeria",2020-05-14,"Plateau",1,"NA"
"514","Nigeria",2020-05-17,"Plateau",14,"NA"
"515","Nigeria",2020-05-19,"Plateau",15,"NA"
"516","Nigeria",2020-03-25,"Rivers",1,"NA"
"517","Nigeria",2020-04-06,"Rivers",1,"NA"
"518","Nigeria",2020-04-21,"Rivers",1,"NA"
"519","Nigeria",2020-04-26,"Rivers",3,"NA"
"520","Nigeria",2020-04-28,"Rivers",1,"NA"
"521","Nigeria",2020-04-30,"Rivers",6,"NA"
"522","Nigeria",2020-05-01,"Rivers",1,"NA"
"523","Nigeria",2020-05-07,"Rivers",3,"NA"
"524","Nigeria",2020-05-08,"Rivers",4,"NA"
"525","Nigeria",2020-05-11,"Rivers",1,"NA"
"526","Nigeria",2020-05-12,"Rivers",1,"NA"
"527","Nigeria",2020-05-13,"Rivers",10,"NA"
"528","Nigeria",2020-05-16,"Rivers",2,"NA"
"529","Nigeria",2020-05-17,"Rivers",16,"NA"
"530","Nigeria",2020-05-18,"Rivers",2,"NA"
"531","Nigeria",2020-04-20,"Sokoto",1,"NA"
"532","Nigeria",2020-04-24,"Sokoto",1,"NA"
"533","Nigeria",2020-04-26,"Sokoto",8,"NA"
"534","Nigeria",2020-04-28,"Sokoto",9,"NA"
"535","Nigeria",2020-04-29,"Sokoto",8,"NA"
"536","Nigeria",2020-04-30,"Sokoto",9,"NA"
"537","Nigeria",2020-05-01,"Sokoto",5,"NA"
"538","Nigeria",2020-05-02,"Sokoto",13,"NA"
"539","Nigeria",2020-05-03,"Sokoto",12,"NA"
"540","Nigeria",2020-05-05,"Sokoto",1,"NA"
"541","Nigeria",2020-05-06,"Sokoto",18,"NA"
"542","Nigeria",2020-05-07,"Sokoto",4,"NA"
"543","Nigeria",2020-05-08,"Sokoto",4,"NA"
"544","Nigeria",2020-05-09,"Sokoto",3,"NA"
"545","Nigeria",2020-05-10,"Sokoto",10,"NA"
"546","Nigeria",2020-05-12,"Sokoto",2,"NA"
"547","Nigeria",2020-05-13,"Sokoto",4,"NA"
"548","Nigeria",2020-05-17,"Sokoto",1,"NA"
"549","Nigeria",2020-04-26,"Taraba",6,"NA"
"550","Nigeria",2020-04-27,"Taraba",2,"NA"
"551","Nigeria",2020-05-05,"Taraba",7,"NA"
"552","Nigeria",2020-05-10,"Taraba",2,"NA"
"553","Nigeria",2020-04-29,"Yobe",1,"NA"
"554","Nigeria",2020-05-01,"Yobe",3,"NA"
"555","Nigeria",2020-05-02,"Yobe",9,"NA"
"556","Nigeria",2020-05-12,"Yobe",7,"NA"
"557","Nigeria",2020-05-14,"Yobe",12,"NA"
"558","Nigeria",2020-04-24,"Zamfara",2,"NA"
"559","Nigeria",2020-04-28,"Zamfara",2,"NA"
"560","Nigeria",2020-05-01,"Zamfara",5,"NA"
"561","Nigeria",2020-05-02,"Zamfara",3,"NA"
"562","Nigeria",2020-05-04,"Zamfara",1,"NA"
"563","Nigeria",2020-05-05,"Zamfara",14,"NA"
"564","Nigeria",2020-05-06,"Zamfara",19,"NA"
"565","Nigeria",2020-05-07,"Zamfara",19,"NA"
"566","Nigeria",2020-05-10,"Zamfara",7,"NA"
"567","Nigeria",2020-05-11,"Zamfara",1,"NA"
"568","Nigeria",2020-05-16,"Zamfara",1,"NA"
"569","Nigeria",2020-05-18,"Zamfara",10,"NA"
