,state,date,region_name,dailycases,note,CODE_2
112,China,20-02-18,Chongqing,2.0,,CHN.3_1
113,China,20-02-19,Chongqing,2.0,,CHN.3_1
114,China,20-02-20,Chongqing,5.0,,CHN.3_1
115,China,20-02-21,Chongqing,7.0,,CHN.3_1
116,China,20-02-22,Chongqing,5.0,,CHN.3_1
117,China,20-02-23,Chongqing,1.0,,CHN.3_1
118,China,20-02-24,Chongqing,2.0,,CHN.3_1
119,China,20-02-25,Chongqing,1.0,,CHN.3_1
120,China,20-02-26,Chongqing,0.0,,CHN.3_1
121,China,20-02-27,Chongqing,0.0,,CHN.3_1
122,China,20-02-28,Chongqing,0.0,,CHN.3_1
123,China,20-02-29,Chongqing,0.0,,CHN.3_1
124,China,20-03-01,Chongqing,0.0,,CHN.3_1
125,China,20-03-02,Chongqing,0.0,,CHN.3_1
126,China,20-03-03,Chongqing,0.0,,CHN.3_1
127,China,20-03-04,Chongqing,0.0,,CHN.3_1
128,China,20-03-05,Chongqing,0.0,,CHN.3_1
129,China,20-03-06,Chongqing,0.0,,CHN.3_1
130,China,20-03-07,Chongqing,0.0,,CHN.3_1
131,China,20-03-08,Chongqing,0.0,,CHN.3_1
132,China,20-03-09,Chongqing,0.0,,CHN.3_1
133,China,20-03-10,Chongqing,0.0,,CHN.3_1
134,China,20-03-11,Chongqing,0.0,,CHN.3_1
135,China,20-03-12,Chongqing,0.0,,CHN.3_1
136,China,20-03-13,Chongqing,0.0,,CHN.3_1
137,China,20-03-14,Chongqing,0.0,,CHN.3_1
138,China,20-03-15,Chongqing,0.0,,CHN.3_1
139,China,20-02-01,Fujian,144.0,,CHN.4_1
140,China,20-02-02,Fujian,15.0,,CHN.4_1
141,China,20-02-03,Fujian,20.0,,CHN.4_1
142,China,20-02-04,Fujian,15.0,,CHN.4_1
143,China,20-02-05,Fujian,11.0,,CHN.4_1
144,China,20-02-06,Fujian,10.0,,CHN.4_1
145,China,20-02-07,Fujian,9.0,,CHN.4_1
