"","state","date","site","dailycases"
"650","India",2020-04-07,"Tamil Nadu",69
"651","India",2020-04-08,"Tamil Nadu",48
"652","India",2020-04-09,"Tamil Nadu",96
"653","India",2020-04-10,"Tamil Nadu",77
"654","India",2020-04-11,"Tamil Nadu",58
"655","India",2020-04-12,"Tamil Nadu",106
"656","India",2020-04-13,"Tamil Nadu",98
"657","India",2020-04-14,"Tamil Nadu",31
"658","India",2020-04-15,"Tamil Nadu",38
"659","India",2020-04-16,"Tamil Nadu",25
"660","India",2020-04-17,"Tamil Nadu",56
"661","India",2020-04-18,"Tamil Nadu",49
"662","India",2020-04-19,"Tamil Nadu",105
"663","India",2020-04-20,"Tamil Nadu",43
"664","India",2020-04-21,"Tamil Nadu",76
"665","India",2020-04-22,"Tamil Nadu",33
"666","India",2020-04-23,"Tamil Nadu",54
"667","India",2020-04-24,"Tamil Nadu",72
"668","India",2020-04-25,"Tamil Nadu",66
"669","India",2020-04-26,"Tamil Nadu",64
"670","India",2020-03-02,"Telangana",1
"671","India",2020-03-14,"Telangana",1
"672","India",2020-03-15,"Telangana",1
"673","India",2020-03-16,"Telangana",1
"674","India",2020-03-17,"Telangana",1
"675","India",2020-03-18,"Telangana",8
"676","India",2020-03-19,"Telangana",3
"677","India",2020-03-20,"Telangana",3
"678","India",2020-03-21,"Telangana",2
"679","India",2020-03-22,"Telangana",6
"680","India",2020-03-23,"Telangana",6
"681","India",2020-03-24,"Telangana",6
"682","India",2020-03-25,"Telangana",2
"683","India",2020-03-26,"Telangana",4
"684","India",2020-03-27,"Telangana",14
"685","India",2020-03-28,"Telangana",8
"686","India",2020-03-29,"Telangana",3
"687","India",2020-03-30,"Telangana",7
"688","India",2020-03-31,"Telangana",20
"689","India",2020-04-01,"Telangana",30
"690","India",2020-04-02,"Telangana",27
"691","India",2020-04-03,"Telangana",75
"692","India",2020-04-04,"Telangana",43
"693","India",2020-04-05,"Telangana",62
"694","India",2020-04-06,"Telangana",30
"695","India",2020-04-07,"Telangana",40
"696","India",2020-04-08,"Telangana",49
"697","India",2020-04-09,"Telangana",18
"698","India",2020-04-10,"Telangana",16
"699","India",2020-04-11,"Telangana",16
"700","India",2020-04-12,"Telangana",28
"701","India",2020-04-13,"Telangana",61
"702","India",2020-04-14,"Telangana",52
"703","India",2020-04-15,"Telangana",6
"704","India",2020-04-16,"Telangana",50
"705","India",2020-04-17,"Telangana",66
"706","India",2020-04-18,"Telangana",43
"707","India",2020-04-19,"Telangana",49
"708","India",2020-04-20,"Telangana",14
"709","India",2020-04-21,"Telangana",56
"710","India",2020-04-22,"Telangana",15
"711","India",2020-04-23,"Telangana",27
"712","India",2020-04-24,"Telangana",13
"713","India",2020-04-25,"Telangana",7
"714","India",2020-04-26,"Telangana",11
"715","India",2020-04-06,"Tripura",1
"716","India",2020-04-10,"Tripura",1
"717","India",2020-03-04,"Uttar Pradesh",7
"718","India",2020-03-05,"Uttar Pradesh",1
"719","India",2020-03-09,"Uttar Pradesh",2
"720","India",2020-03-12,"Uttar Pradesh",2
"721","India",2020-03-13,"Uttar Pradesh",1
"722","India",2020-03-17,"Uttar Pradesh",2
"723","India",2020-03-18,"Uttar Pradesh",2
"724","India",2020-03-19,"Uttar Pradesh",3
"725","India",2020-03-20,"Uttar Pradesh",4
"726","India",2020-03-21,"Uttar Pradesh",4
"727","India",2020-03-22,"Uttar Pradesh",2
"728","India",2020-03-23,"Uttar Pradesh",4
"729","India",2020-03-24,"Uttar Pradesh",1
"730","India",2020-03-25,"Uttar Pradesh",3
"731","India",2020-03-26,"Uttar Pradesh",4
"732","India",2020-03-27,"Uttar Pradesh",7
"733","India",2020-03-28,"Uttar Pradesh",16
"734","India",2020-03-29,"Uttar Pradesh",7
"735","India",2020-03-30,"Uttar Pradesh",24
"736","India",2020-03-31,"Uttar Pradesh",8
"737","India",2020-04-01,"Uttar Pradesh",13
"738","India",2020-04-02,"Uttar Pradesh",11
"739","India",2020-04-03,"Uttar Pradesh",46
"740","India",2020-04-04,"Uttar Pradesh",60
"741","India",2020-04-05,"Uttar Pradesh",44
"742","India",2020-04-06,"Uttar Pradesh",27
"743","India",2020-04-07,"Uttar Pradesh",27
"744","India",2020-04-08,"Uttar Pradesh",29
"745","India",2020-04-09,"Uttar Pradesh",49
"746","India",2020-04-10,"Uttar Pradesh",23
"747","India",2020-04-11,"Uttar Pradesh",19
"748","India",2020-04-12,"Uttar Pradesh",31
"749","India",2020-04-13,"Uttar Pradesh",75
"750","India",2020-04-14,"Uttar Pradesh",102
"751","India",2020-04-15,"Uttar Pradesh",75
"752","India",2020-04-16,"Uttar Pradesh",70
"753","India",2020-04-17,"Uttar Pradesh",44
"754","India",2020-04-18,"Uttar Pradesh",126
"755","India",2020-04-19,"Uttar Pradesh",125
"756","India",2020-04-20,"Uttar Pradesh",84
"757","India",2020-04-21,"Uttar Pradesh",153
"758","India",2020-04-22,"Uttar Pradesh",112
"759","India",2020-04-23,"Uttar Pradesh",61
"760","India",2020-04-24,"Uttar Pradesh",111
"761","India",2020-04-25,"Uttar Pradesh",172
"762","India",2020-04-26,"Uttar Pradesh",80
"763","India",2020-03-15,"Uttarakhand",1
"764","India",2020-03-19,"Uttarakhand",2
"765","India",2020-03-23,"Uttarakhand",1
"766","India",2020-03-25,"Uttarakhand",1
"767","India",2020-03-28,"Uttarakhand",1
"768","India",2020-03-29,"Uttarakhand",1
"769","India",2020-04-02,"Uttarakhand",3
"770","India",2020-04-03,"Uttarakhand",6
"771","India",2020-04-04,"Uttarakhand",6
"772","India",2020-04-05,"Uttarakhand",4
"773","India",2020-04-06,"Uttarakhand",5
"774","India",2020-04-08,"Uttarakhand",4
"775","India",2020-04-14,"Uttarakhand",2
"776","India",2020-04-17,"Uttarakhand",3
"777","India",2020-04-18,"Uttarakhand",2
"778","India",2020-04-19,"Uttarakhand",2
"779","India",2020-04-20,"Uttarakhand",2
"780","India",2020-04-23,"Uttarakhand",1
"781","India",2020-04-24,"Uttarakhand",1
"782","India",2020-04-26,"Uttarakhand",3
"783","India",2020-03-17,"West Bengal",1
"784","India",2020-03-20,"West Bengal",1
"785","India",2020-03-21,"West Bengal",2
"786","India",2020-03-22,"West Bengal",3
"787","India",2020-03-24,"West Bengal",2
"788","India",2020-03-26,"West Bengal",1
"789","India",2020-03-27,"West Bengal",5
"790","India",2020-03-28,"West Bengal",3
"791","India",2020-03-29,"West Bengal",3
"792","India",2020-03-30,"West Bengal",1
"793","India",2020-03-31,"West Bengal",15
"794","India",2020-04-02,"West Bengal",16
"795","India",2020-04-05,"West Bengal",27
"796","India",2020-04-07,"West Bengal",11
"797","India",2020-04-08,"West Bengal",8
"798","India",2020-04-09,"West Bengal",4
"799","India",2020-04-10,"West Bengal",13
"800","India",2020-04-11,"West Bengal",10
"801","India",2020-04-12,"West Bengal",8
"802","India",2020-04-13,"West Bengal",18
"803","India",2020-04-14,"West Bengal",38
"804","India",2020-04-15,"West Bengal",23
"805","India",2020-04-16,"West Bengal",18
"806","India",2020-04-17,"West Bengal",24
"807","India",2020-04-18,"West Bengal",32
"808","India",2020-04-19,"West Bengal",23
"809","India",2020-04-20,"West Bengal",29
"810","India",2020-04-21,"West Bengal",53
"811","India",2020-04-22,"West Bengal",31
"812","India",2020-04-23,"West Bengal",33
"813","India",2020-04-24,"West Bengal",58
"814","India",2020-04-25,"West Bengal",57
"815","India",2020-04-26,"West Bengal",40
"816","India",2020-04-06,NA,1
