CODE_2,iso_alpha_3,RG_cumsum_10,date,RG_LON,RG_LAT,RG_pop_tot,RG_pop_tot_adj,RG_pop_65up,RG_pop_45_64,RG_pop_tot_perc_male,WB_gdp_pcap,WB_prevalence_diabetes,ST_tests,ST_stringency_index,RG_temp_med_30,RG_temp_min_30,RG_temp_max_30,RG_rh_med_30,RG_rh_max_30,RG_rh_min_30,RG_ah_med_30,RG_ah_min_30,RG_ah_max_30,RG_pm10,RG_pm25,RG_no2
CUB.15_1,CUB,42,4/19/20,-75.91317752,20.23594952,1053167,1069501,0.107588599,0.25910437,0.498418961,NA,9.6,28598,83.33,28.06602052,23.05010643,32.53290818,71.11806293,42.74999904,95.98999785,12.58516101,8.9599998,15.57999965,18.66032373,13.71371205,3.158471178
CUB.16_1,CUB,84,4/11/20,-79.83497391,22.48312569,764010,775859,0.145341137,0.281868418,0.502748741,NA,9.6,15057,73.15,26.98440669,20.11405728,36.00897032,69.97451456,33.42999925,99.86999777,11.19483846,7.799999826,14.64999967,18.23168377,13.32766431,2.816029364
CUB.2_1,CUB,72,4/15/20,-78.5800642,21.95481491,434376,441112,0.111407182,0.261788053,0.507155904,NA,9.6,21837,73.15,28.6602076,22.0410205,35.91341842,66.27612755,34.81999922,96.33999785,11.81741909,7.949999822,16.43999963,16.64013088,12.17755374,1.263680624
CUB.7_1,CUB,80,4/25/20,-76.23690293,20.82666588,1041849,1058007,0.114443372,0.26570658,0.505420533,NA,9.6,39828,83.33,28.36752738,23.33965763,35.24021189,71.47935324,38.31999914,96.48999784,12.95387068,8.759999804,16.62999963,19.03340456,13.91313459,2.432503908
CUB.9_1,CUB,82,4/3/20,-82.68323628,22.83613682,373163,378950,0.105432235,0.267238662,0.501940084,NA,9.6,5202,66.67,27.24224736,21.54588795,32.8152206,68.01838558,36.03999919,96.47999784,11.36838684,7.769999826,15.64999965,18.75950664,13.75243003,3.672645174
CY00,CYP,146,3/27/20,33.22920365,35.12921,1341722,1197417,0.074781847,0.245582165,0.499784803,27858.371,9,6168,92.59,18.28119819,11.46516298,26.39587053,71.77483711,37.11999917,95.65999786,7.357741771,3.859999914,9.889999779,17.02811497,12.34766053,3.950718787
CZ01,CZE,882,4/1/20,14.44663077,50.05896,1341249,1310109,0.143731158,0.261518084,0.487136678,23101.7777,7,62090,82.41,10.05766394,-1.157821521,21.53575366,65.65903079,23.33999948,96.96999783,4.204193454,1.839999959,7.759999827,29.34918269,20.66498429,16.22082582
CZ02,CZE,431,4/1/20,13.83061565,50.060065,1591540,1554589,0.137814199,0.271161353,0.496830823,23101.7777,7,62090,82.41,10.17567941,-1.098463526,21.71382765,65.32935338,23.86999947,96.78999784,4.214516035,1.839999959,7.659999829,26.38772679,18.5767436,14.43080437
CZ03,CZE,254,4/1/20,13.94601619,49.32808,1237193,1208620,0.149380561,0.283803854,0.495543032,23101.7777,7,62090,82.41,9.348170102,-0.5729281,21.27226207,68.74161137,24.92999944,98.81999779,4.214516035,1.77999996,7.499999832,19.39536782,13.64794615,10.50369191
CZ04,CZE,310,4/1/20,13.74520358,50.47106,1104596,1079528,0.138359184,0.288034938,0.494439875,23101.7777,7,62090,82.41,8.621116383,-1.493700912,21.24620246,69.98870811,24.70999945,99.78999777,4.10064507,1.689999962,7.319999836,21.12465263,14.81764946,14.14509766
CZ05,CZE,315,4/1/20,15.83133753,50.30173,1511708,1476649,0.147777695,0.280326215,0.494283617,23101.7777,7,62090,82.41,8.679867255,-2.258116076,19.97652046,68.99515975,25.55999943,98.92999779,4.064193458,1.629999964,7.089999842,23.64500406,16.61301657,14.82297935
CZ06,CZE,298,4/1/20,16.13451108,49.23984,1703539,1664099,0.149558829,0.274159606,0.493551508,23101.7777,7,62090,82.41,10.03048349,-1.419865356,22.20027366,64.13515986,31.5099993,98.93999779,4.107419263,1.839999959,7.61999983,21.90927435,15.46808053,11.08678875
CZ07,CZE,433,4/1/20,17.2868225,49.64914,1190808,1163205,0.15111917,0.28207897,0.489893131,23101.7777,7,62090,82.41,10.0385629,-1.435790672,22.81701771,64.8125792,27.92999938,97.88999781,4.127096682,1.929999957,7.459999833,23.44442485,16.57852753,12.02087474
CZ08,CZE,314,4/1/20,18.03886425,49.860085,1157820,1130984,0.144912677,0.286110397,0.489667988,23101.7777,7,62090,82.41,9.939835285,-0.878404615,23.27306085,65.065805,26.6499994,97.46999782,4.095161199,1.629999964,7.16999984,22.37333846,15.83533305,12.15624988
DE14,DEU,454,3/13/20,9.553593757,48.089265,1746742,1791799,0.169720333,0.287707088,0.495919247,46258.87829,10.4,NA,32.87,7.997834077,-0.451316597,17.95545309,74.42838543,28.20999937,99.14999778,4.817419247,2.559999943,7.439999834,18.88368319,13.27702614,15.23913058
DE21,DEU,558,3/13/20,11.97011539,48.24,4572134,4689814,0.171803229,0.280146638,0.493698019,46258.87829,10.4,NA,32.87,8.405727652,-0.019885311,19.63340229,71.31774034,31.2299993,94.97999788,4.715806346,2.969999934,6.919999845,19.56742798,13.91577471,17.00659957
DE30,DEU,391,3/18/20,13.39473052,52.505535,3206897,3289618,0.176533965,0.281704956,0.491721105,46258.87829,10.4,NA,52.31,9.576098267,3.215849332,22.04536377,75.53709509,30.69999931,98.2399978,5.053064403,2.68999994,7.739999827,17.54873635,12.17691658,12.07009914
DE40,DEU,343,3/24/20,14.16015342,52.45862,2409723,2471610,0.208744411,0.331989359,0.497168887,46258.87829,10.4,NA,73.15,10.00876715,3.108715388,21.95415514,73.73290158,27.26999939,97.63999782,4.81903215,1.909999957,7.729999827,17.54873635,12.17691658,12.07009914
DE50,DEU,183,3/24/20,8.806973447,53.12003,622002,638047,0.190348273,0.282379207,0.492515179,46258.87829,10.4,NA,73.15,10.73171111,3.360624931,19.9026849,73.52128868,27.42999939,99.72999777,5.019677307,2.009999955,8.399999812,16.86468515,11.45688002,11.51465255
DE60,DEU,432,3/19/20,9.941563268,53.56852,1677379,1720646,0.170087987,0.264918852,0.490131541,46258.87829,10.4,NA,55.09,9.90041896,3.085551293,18.74303235,78.42967567,46.42999896,98.93999779,5.298064398,3.519999921,8.159999818,17.08981036,11.6607967,12.37681292
DE72,DEU,342,3/16/20,8.806683926,50.630185,988052,1013539,0.175858543,0.298395359,0.494425447,46258.87829,10.4,NA,42.13,9.451240988,3.102924365,21.75291706,77.59741762,44.17999901,99.87999777,5.305161172,3.56999992,8.029999821,19.66323231,13.72726889,14.81727503
DE80,DEU,172,3/23/20,12.34888,53.797515,1462391,1500072,0.205692695,0.332103856,0.49816376,46258.87829,10.4,NA,73.15,9.649023137,2.989999397,18.01046782,77.25515956,34.24999923,99.57999777,4.989354727,2.23999995,7.679999828,14.61838714,9.976018727,9.383426045
DE92,DEU,478,3/18/20,9.602811802,52.34835,2025698,2077951,0.19439977,0.29617169,0.491468789,46258.87829,10.4,NA,52.31,10.09413805,3.684922274,21.74423052,75.24354671,39.35999912,97.86999781,5.194193432,3.229999928,8.159999818,18.29858974,12.58972642,12.01174353
DEA5,DEU,936,3/13/20,8.090105942,51.215325,3349179,3435570,0.190031484,0.299021518,0.492534548,46258.87829,10.4,NA,32.87,8.912722461,2.167673993,16.71762172,81.09064335,36.84999918,99.99999776,5.568064392,3.10999993,8.559999809,19.66362039,13.55885736,15.21256725
DEB3,DEU,801,3/20/20,7.866553739,49.527605,2024398,2076559,0.181257275,0.305864512,0.493911331,46258.87829,10.4,NA,57.87,10.7133573,2.449986412,22.43770564,76.92064344,42.36999905,99.99999776,5.411935363,3.399999924,8.129999818,19.72252746,13.73602277,14.34720922
Dec-00,DEU,337,3/24/20,6.96984216,49.377345,932807,956602,0.199979324,0.322634497,0.491890918,46258.87829,10.4,NA,73.15,11.05091796,2.968283057,22.38269092,76.27935313,24.51999945,100,5.31935472,1.76999996,8.369999813,19.74247954,13.73773304,12.61612243
DED2,DEU,606,3/22/20,14.12579864,51.156355,1485851,1523751,0.223173633,0.296814136,0.498094751,46258.87829,10.4,600792,73.15,9.530960971,2.218345453,22.00193109,73.70322416,30.11999933,99.11999778,4.784838603,2.029999955,7.559999831,21.12465263,14.81764946,14.14509766
DEE0,DEU,321,3/24/20,11.55878264,51.990505,2045522,2098286,0.223997306,0.325527034,0.495061673,46258.87829,10.4,NA,73.15,10.61304182,3.084103537,22.59116778,71.17870809,29.00999935,95.04999788,4.844838601,2.039999954,7.669999829,18.05946369,12.5379875,12.7113443
DEF0,DEU,478,3/24/20,9.959278664,54.210755,2781624,2853356,0.196959714,0.296791819,0.491830592,46258.87829,10.4,NA,73.15,9.798328812,1.469855605,17.94387104,78.21128857,31.61999929,99.38999778,5.054193435,2.209999951,7.899999823,16.0002488,10.76622015,11.10337928
DEG0,DEU,394,3/25/20,11.31604204,50.926035,1969491,2020293,0.213640659,0.323094964,0.498100273,46258.87829,10.4,NA,73.15,10.06364177,2.467359484,21.93967758,71.81290162,28.09999937,98.2099978,4.701290217,1.939999957,7.869999824,18.55848853,12.92040475,12.65806859
DK01,DNK,1267,3/27/20,12.31371192,55.861275,1863845,1815577,0.135499042,0.256606321,0.492387177,59822.09296,8.3,20816,72.22,9.380908068,-0.28048139,16.10522093,78.58193373,34.67999922,99.94999777,4.84935473,2.559999943,7.459999833,12.86506733,8.675578239,8.357801847
DK02,DNK,282,3/27/20,11.68722717,55.48235,819714,798485,0.160082708,0.296152179,0.499363833,59822.09296,8.3,20816,72.22,9.571591543,1.506049505,15.4682083,78.5574176,41.89999906,99.71999777,4.902903116,2.659999941,6.959999844,13.53877396,9.123240949,9.171095338
DK04,DNK,275,3/24/20,9.23362783,56.236895,1340131,1305425,0.137854498,0.27088487,0.502130299,59822.09296,8.3,15721,72.22,8.915991587,-0.768375159,16.45702564,81.21096593,38.76999913,99.50999778,4.983548276,2.719999939,7.239999838,12.15877573,7.947343164,6.059728521
DK05,DNK,112,3/27/20,10.01212465,57.211945,578202,563228,0.157898457,0.285455109,0.505967409,59822.09296,8.3,20816,72.22,9.064970349,-0.147287839,15.90253509,79.20419178,30.44999932,99.99999776,4.782580538,2.629999941,7.109999841,12.76957434,8.217701777,6.611793774
DZA.10_1,DZA,192,3/28/20,2.956006578,36.50193787,1380172,1343271,0.046242769,0.147206259,0.50820158,3948.343279,6.7,346,75,19.03048197,11.45213317,28.57619105,69.60806296,29.89999933,96.06999785,7.3622579,4.219999906,10.49999977,65.43720562,46.73446387,28.19315148
DZA.4_1,DZA,154,4/2/20,3.031279278,36.70046043,4351944,4235587,0.058987334,0.16395125,0.502607085,3948.343279,6.7,346,86.57,19.00232078,12.18324995,28.57619105,70.7819339,32.33999928,96.06999785,7.471290156,4.329999903,10.49999977,65.43720562,46.73446387,28.19315148
EE00,EST,640,3/28/20,25.48731719,58.58594,1384564,1279459,0.162962231,0.270862141,0.46868568,23659.87229,4.2,10408,72.22,7.426811092,-4.08084087,14.1391683,78.89677243,30.08999933,99.86999777,4.33354829,1.569999965,6.349999858,13.78720074,9.505248119,5.996586117
EL30,GRC,758,3/30/20,23.7989692,37.994585,3711920,3749690,0.157064488,0.267666962,0.484751865,19582.53601,4.7,15961,84.26,16.50872454,6.929343453,26.45088526,68.65225653,28.11999937,95.90999786,6.276128892,2.479999945,9.049999798,16.68369252,11.96543881,8.934214504
EL43,GRC,15,4/9/20,24.46661382,35.307715,631352,637776,0.157724925,0.240392877,0.497880744,19582.53601,4.7,33634,84.26,16.4429684,10.93962755,24.87862225,75.90741766,36.46999918,99.18999778,6.869999846,3.889999913,9.899999779,15.52340456,11.00796302,1.841126288
EL51,GRC,41,4/5/20,25.01628067,41.23106,608443,614561,0.199121993,0.254084472,0.494940244,19582.53601,4.7,25453,84.26,12.08517616,1.798496215,24.43705667,77.57709504,29.90999933,98.89999779,5.512903103,2.359999947,9.40999979,16.55696561,11.81283218,5.99110667
EL52,GRC,48,3/30/20,22.8166906,40.65952,1866713,1885690,0.184501825,0.257055389,0.486554595,19582.53601,4.7,15961,84.26,14.75591235,3.349042883,26.62316822,72.98548224,29.80999933,97.41999782,5.980967608,2.989999933,8.799999803,17.41216829,12.44094357,7.996564865
EL53,GRC,53,3/31/20,21.44205068,40.388145,275245,278060,0.201932194,0.265454871,0.502180875,19582.53601,4.7,16732,84.26,13.24104586,2.641090203,28.75716055,64.77903081,7.799999826,99.11999778,4.709354733,0.829999981,7.329999836,23.29619145,16.55486123,19.48773912
EL54,GRC,11,4/15/20,20.67841857,39.66071,332542,335939,0.210594592,0.268048948,0.495880157,19582.53601,4.7,50771,84.26,13.13040928,4.130831119,24.82650303,67.40193398,16.94999962,100,4.762580539,2.099999953,7.279999837,20.13664839,14.28054944,7.494495976
EL61,GRC,16,4/6/20,22.05716133,39.59057,717707,725010,0.201855621,0.261147073,0.497072786,19582.53601,4.7,26193,84.26,14.62724887,6.790358877,27.70029868,72.46548225,24.63999945,99.62999777,5.859677288,2.69999994,8.459999811,21.03318003,15.01489275,9.501895291
EL62,GRC,11,4/25/20,20.53645266,38.26711,191946,193899,0.18954085,0.27479329,0.495573339,19582.53601,4.7,63087,84.26,18.19232465,12.67693474,21.88031959,74.28096608,31.08999931,99.82999777,7.716774021,3.449999923,10.49999977,14.13729441,10.05612868,2.036302923
EL63,GRC,65,3/30/20,21.49025407,37.85893,634261,640715,0.177920389,0.257306112,0.502360495,19582.53601,4.7,15961,84.26,15.36887355,6.176510337,24.15908752,74.12032092,28.62999936,98.4199978,6.351290181,3.299999926,9.199999794,17.62639807,12.50469289,5.66657212
EL64,GRC,25,4/15/20,22.65530764,38.61462,530658,536057,0.203076724,0.260184695,0.509757899,19582.53601,4.7,50771,84.26,16.27895165,9.775631734,26.17146835,71.37064357,28.42999936,99.52999778,6.309999859,3.649999918,8.979999799,16.68369252,11.96543881,8.934214504
EL65,GRC,14,4/11/20,22.26808276,37.267295,549183,554771,0.205689866,0.267622663,0.50828645,19582.53601,4.7,37344,84.26,17.12714986,12.02399679,24.21120674,71.80290162,29.54999934,98.87999779,6.743870817,2.909999935,9.369999791,13.62030788,9.646979224,1.441857396
ES11,ESP,1208,3/23/20,-7.881363815,42.797645,2770424,2405861,0.201060585,0.278066506,0.489884542,29613.67114,6.9,93023,71.76,14.96812536,6.712180054,23.7681934,82.07193365,53.42999881,99.72999777,7.198386936,4.969999889,9.479999788,13.97503134,8.775186699,6.170269574
ES12,ESP,657,3/23/20,-5.853193629,43.271645,1079085,937073,0.197324714,0.306517608,0.486655163,29613.67114,6.9,93023,71.76,14.6537755,5.513438092,20.88571122,78.28451438,46.05999897,96.86999783,6.718386947,4.889999891,9.049999798,15.72978321,10.68611852,12.33134543
ES13,ESP,282,3/22/20,-4.264109161,43.13601,625608,543275,0.164041547,0.288327451,0.496427926,29613.67114,6.9,93023,71.76,15.02416752,8.508845241,21.13906852,80.46709498,38.33999914,98.5499978,7.10967726,4.319999903,8.859999802,12.27944884,8.257403826,6.835326551
ES21,ESP,973,3/18/20,-2.564955813,42.966335,2256768,1959808,0.175484731,0.289712921,0.493933822,29613.67114,6.9,93023,71.76,13.32015872,6.049107809,21.55891776,79.44677242,42.79999904,99.68999777,6.581935337,4.549999898,8.829999803,12.62418937,8.508167579,7.961105667
ES22,ESP,886,3/23/20,-1.839312938,42.611825,731971,635681,0.154797028,0.266183627,0.504153632,29613.67114,6.9,93023,71.76,12.74717426,0.741634341,22.85900264,79.29741758,35.06999922,99.61999777,6.054193413,4.329999903,8.289999815,16.03636974,11.19256049,8.479682422
ES23,ESP,497,3/20/20,-2.482836151,42.2834,362034,314389,0.161388031,0.267550444,0.50529076,29613.67114,6.9,93023,71.76,12.64797962,0.601202009,24.15184874,73.8041919,32.19999928,99.99999776,5.688064389,3.809999915,8.199999817,15.06188554,10.4699357,9.710107858
ES24,ESP,532,3/22/20,-0.839161912,41.38572,1486517,1290894,0.173330328,0.26963195,0.504034878,29613.67114,6.9,93023,71.76,16.00266377,3.13332724,28.02749153,61.80515991,9.429999789,99.99999776,5.578064391,1.419999968,8.619999807,14.45872144,10.10798828,6.25505976
ES30,ESP,6367,3/16/20,-3.76727308,40.521365,7477940,6493813,0.135382059,0.257130515,0.48643818,29613.67114,6.9,93023,68.98,13.30605477,0.816917652,27.98840212,61.5070954,9.969999777,96.85999784,5.01096763,1.309999971,7.809999825,17.14985235,12.11258419,12.8871472
ES41,ESP,868,3/19/20,-4.078371355,41.66082,2621064,2276123,0.197724528,0.286371782,0.502394259,29613.67114,6.9,93023,71.76,12.31798466,1.368512685,24.998786,69.07935329,18.71999958,95.78999786,5.246774076,2.549999943,7.969999822,11.7473002,8.079547469,4.949380832
ES42,ESP,801,3/19/20,-3.272358646,39.67592,2498924,2170056,0.153436121,0.247134389,0.508602679,29613.67114,6.9,93023,71.76,13.66407082,0.531709722,27.7915073,62.49515989,12.08999973,97.35999782,5.059032145,1.699999962,7.789999826,15.52950463,10.94804569,10.33728883
ES43,ESP,742,3/25/20,-5.973817771,39.212335,1147175,996207,0.170012795,0.264819547,0.502106256,29613.67114,6.9,93023,71.76,16.91652471,6.014361665,28.76005606,69.04290168,28.01999937,97.17999783,6.494515984,3.809999915,9.149999795,12.29879096,8.471713847,5.019582219
ES51,ESP,1017,3/16/20,1.582075522,41.69076,8668417,7527342,0.149053953,0.258166887,0.499111264,29613.67114,6.9,93023,68.98,14.4289997,7.191387287,22.23067654,77.73838536,35.52999921,97.73999782,6.959999844,3.339999925,9.339999791,17.29970984,12.10186002,14.39040701
ES52,ESP,541,3/17/20,-0.747472431,39.315485,5861096,5089753,0.153515259,0.261736879,0.500489691,29613.67114,6.9,93023,71.76,17.00721962,6.765747026,25.42876952,62.89903085,16.72999963,99.75999777,6.253225667,2.66999994,9.419999789,13.65271562,9.606836727,6.872776029
ES53,ESP,331,3/22/20,2.884537292,39.613385,1359561,1180637,0.126295465,0.256471199,0.505662116,29613.67114,6.9,93023,71.76,17.50861021,9.086499882,22.42757135,75.14419187,47.63999894,96.82999784,7.608064346,4.91999989,9.949999778,11.20835777,7.669361133,5.663948295
ES61,ESP,554,3/16/20,-4.542680133,37.364625,9343215,8113698,0.137726169,0.25239434,0.498833408,29613.67114,6.9,93023,68.98,17.52560967,7.90223548,30.53790042,65.13870822,22.4399995,97.83999781,6.73032243,3.159999929,9.809999781,15.59548508,10.89437999,7.354743349
ES62,ESP,385,3/24/20,-1.671484259,38.063355,1736313,1507807,0.127585175,0.236775271,0.507377932,29613.67114,6.9,93023,71.76,18.16033392,3.760205585,30.03552909,59.51515996,16.43999963,98.3899978,5.88096761,2.729999939,8.829999803,15.63775769,11.02562857,6.84379305
ES63,ESP,84,4/9/20,-5.347070003,35.894445,81678,71226,0.099109568,0.234809639,0.513893933,29613.67114,6.9,93023,85.19,18.9744398,15.56955122,22.27845249,81.09419174,45.96999897,96.14999785,8.588386905,4.649999896,10.04999978,17.16451518,11.9628243,10.17229077
ES64,ESP,51,3/30/20,-2.951930186,35.29239,94401,82790,0.085549842,0.224060975,0.519224244,29613.67114,6.9,93023,85.19,20.12624645,12.76090459,28.35034112,70.02935327,22.5099995,95.08999787,7.824515954,3.12999993,10.37999977,15.76128458,11.11209094,5.611436963
ES70,ESP,348,3/21/20,-16.6207901,28.29317,2426983,2107582,0.126263796,0.264247095,0.501560084,29613.67114,6.9,93023,71.76,19.51790872,13.57164795,26.17436386,71.21064357,24.02999946,95.86999786,7.933225629,3.719999917,10.19999977,15.61509859,10.52637063,1.911106667
ETH.1_1,ETH,57,4/10/20,38.7756186,8.964376926,3507224,3778709,0.030967282,0.104618598,0.476585432,857.501351,4.3,2790,80.56,21.85762251,13.38923069,30.99683907,61.5154825,26.41999941,99.00999779,7.309677256,4.079999909,10.46999977,49.27149279,35.70176788,4.988612566
FI19,FIN,362,4/10/20,24.05804199,62.366925,1404365,1387224,0.17311394,0.285209312,0.499661431,48685.85399,5.6,46893,60.19,7.048713269,-4.176392766,18.88491244,69.79096618,29.09999935,99.99999776,3.573548307,1.399999969,6.439999856,9.023742997,6.181491199,14.74259931
FI1B,FIN,1728,4/10/20,24.62605909,60.325765,1653106,1632929,0.131944464,0.274707358,0.488255043,48685.85399,5.6,46893,60.19,8.239048906,-2.593995466,16.80593483,71.61419195,26.6899994,99.69999777,3.960645073,1.419999968,6.199999861,12.98880606,9.02274811,18.44383803
FI1C,FIN,299,4/10/20,26.26720125,60.976685,1152123,1138071,0.182243046,0.299626428,0.494202703,48685.85399,5.6,46893,60.19,8.194215172,-6.685353901,16.72051723,71.29741776,32.93999926,99.05999779,3.917419267,1.909999957,6.26999986,9.133616721,6.224495744,12.50331955
FI1D,FIN,372,4/10/20,27.39459619,65.621225,1307559,1291608,0.172904996,0.301659058,0.50365132,48685.85399,5.6,46893,60.19,4.300919097,-6.899621788,10.50819627,76.71709506,43.82999902,99.59999777,3.334516055,1.689999962,4.959999889,6.050562178,4.095310016,6.375226268
FI20,FIN,11,5/7/20,20.11851219,60.24094,26121,25802,0.159815581,0.295070665,0.50366253,48685.85399,5.6,122324,57.41,9.728416208,4.961843059,14.0928401,77.46999827,54.28999879,99.79999777,4.979032147,3.169999929,6.479999855,6.865909128,4.569877118,3.436530372
FR10,FRA,2177,3/17/20,2.5304575,48.68083,12761664,12331089,0.11015658,0.2489039,0.486209663,40493.92857,4.8,57957,90.74,11.2640183,2.567254647,21.24330695,81.71612721,48.13999892,99.31999778,6.137096637,4.359999903,8.589999808,30.00304935,20.88687967,16.85775318
FRB0,FRA,254,3/21/20,1.717498064,47.64425,2679698,2589286,0.16263379,0.274590938,0.491083902,40493.92857,4.8,57957,90.74,12.69603578,1.697153296,26.00931968,82.04644978,43.62999902,99.95999777,6.424838566,3.829999914,8.919999801,16.93677013,11.48297097,6.693426129
FRC1,FRA,593,3/18/20,4.222143644,47.27818,1701346,1643943,0.174865785,0.283961047,0.489914627,40493.92857,4.8,57957,90.74,10.84655085,-1.224418297,23.5872239,77.05515957,37.68999916,97.87999781,5.576774069,3.349999925,8.189999817,17.19187522,11.97177969,8.031123707
FRD1,FRA,345,3/21/20,-0.572724407,48.953905,1534604,1482827,0.165226327,0.275788703,0.490107647,40493.92857,4.8,57957,90.74,12.42016821,4.625963669,21.84267793,81.8245143,50.53999887,97.64999782,6.322580504,4.409999901,8.839999802,17.4210643,11.69256508,11.18320979
FRE2,FRA,612,3/17/20,2.871182388,49.602355,1994606,1927310,0.132653359,0.267502324,0.49297061,40493.92857,4.8,57957,90.74,10.63807399,3.622668766,18.80673362,82.86903041,43.58999903,99.48999778,6.021612769,4.179999907,8.579999808,19.14737099,12.94091826,10.0711309
FRF3,FRA,1820,3/17/20,6.141375051,48.7148,2428426,2347154,0.149556158,0.273392068,0.4921865,40493.92857,4.8,57957,90.74,10.47606542,2.380494124,21.52561937,78.85709501,43.64999902,99.95999777,5.653870841,3.329999926,8.399999812,18.85875153,13.10980924,9.125593257
FRG0,FRA,234,3/21/20,-1.128007839,4189950000,3967944,3834067,0.149052048,0.262392509,0.492299389,40493.92857,4.8,57957,90.74,13.19322321,2.557120355,25.54024674,83.32483685,46.28999897,99.98999777,6.718709527,4.309999904,9.099999797,16.8507053,11.17289347,6.441765552
FRH0,FRA,247,3/17/20,-2.668595668,48.15427,3474063,3356849,0.16215952,0.269067715,0.491134587,40493.92857,4.8,57957,90.74,11.77927933,1.892600355,20.13143035,83.60483684,51.83999884,100,6.481612758,4.079999909,8.9699998,16.52957683,10.95199206,6.306715316
FRI1,FRA,521,3/21/20,-0.185186671,44.242555,3604579,3482795,0.16914307,0.279337412,0.486476001,40493.92857,4.8,57957,90.74,13.87231417,1.27296079,26.09763279,80.47709498,40.3499991,99.91999777,6.666451464,4.619999897,9.539999787,15.01289589,9.969447264,5.359891014
FRJ2,FRA,537,3/20/20,1.431157947,43.808775,3314860,3202925,0.165807134,0.272603002,0.491947078,40493.92857,4.8,57957,90.74,13.49585091,3.005924713,25.27385963,77.47064343,36.75999918,99.18999778,6.318386956,4.4599999,8.789999804,18.38139316,12.81067813,8.205312421
FRK2,FRA,618,3/16/20,5.725197131,45.31474,6895933,6663419,0.140615445,0.258202692,0.491477148,40493.92857,4.8,57957,55.56,10.92374894,-1.221522785,21.44164952,72.8829016,31.61999929,98.10999781,5.369032138,3.259999927,8.139999818,20.91762533,14.6576816,11.6965131
FRL0,FRA,693,3/19/20,6.236939241,44.07782,5290795,5112001,0.170616999,0.271851694,0.483039302,40493.92857,4.8,57957,90.74,14.53888905,8.271413258,22.58103349,70.82870809,37.93999915,98.93999779,6.236128893,3.369999925,8.989999799,22.26598572,15.71399144,14.76272918
FRM0,FRA,194,3/23/20,9.069227265,42.18839,360812,348638,0.17976796,0.283724308,0.494677476,40493.92857,4.8,57957,90.74,16.32990332,12.11954869,20.40795174,74.31709511,37.20999917,95.87999786,7.056774036,3.189999929,8.999999799,12.27928488,8.703387564,10.611822
FRO.1_1,DNK,155,3/28/20,-6.881031743,62.19722366,11814,10754,0.129666955,0.234571456,0.534120357,59822.09296,8.3,22199,72.22,8.983148784,3.739937001,13.63100594,75.45322412,50.54999887,99.24999778,4.53580635,2.649999941,6.24999986,15.66813534,8.428256139,0.414349424
HR03,HRV,372,4/1/20,15.8075465,44.303895,1324516,1323080,0.170279504,0.29508108,0.490502729,14853.23984,5.4,7680,96.3,14.5582236,7.91671304,21.15209832,66.37257916,34.35999923,94.86999788,5.569999876,2.21999995,8.359999813,17.48718758,12.42115247,5.798822537
HR04,HRV,546,3/31/20,17.13929546,45.702235,2780513,2779725,0.162831265,0.283404294,0.48317164,14853.23984,5.4,7015,96.3,12.89353772,3.655967154,26.19173693,63.83032115,23.65999947,96.56999784,4.696128927,2.039999954,7.299999837,24.240911,17.19265022,12.00151871
HU11,HUN,732,4/14/20,19.14590111,47.48098,1780836,1842220,0.168980471,0.25489298,0.462751723,16475.74184,6.9,35825,76.85,13.12732696,0.242158523,25.10157667,51.11451499,15.45999965,89.85999799,3.671612821,1.659999963,6.949999845,21.76116086,15.44904703,10.97893968
HU12,HUN,220,4/14/20,19.53771427,47.499945,1144196,1183626,0.136598752,0.261769352,0.483656618,16475.74184,6.9,35825,76.85,13.12732696,0.242158523,25.10157667,51.11451499,15.45999965,89.85999799,3.671612821,1.659999963,6.949999845,21.76116086,15.44904703,10.97893968
HU21,HUN,158,4/14/20,18.05999272,47.25453,967342,1000680,0.151500442,0.283146951,0.486173121,16475.74184,6.9,35825,76.85,13.27009438,0.256636083,25.43745606,54.65451491,16.09999964,92.28999794,3.92870959,1.77999996,7.229999838,21.76116086,15.44904703,10.97893968
HU22,HUN,105,4/14/20,16.82410207,47.154155,910041,941263,0.155225218,0.287096992,0.484881126,16475.74184,6.9,35825,76.85,13.1930364,0.265322619,26.0151107,53.68354719,17.58999961,89.75999799,3.902257977,1.819999959,7.13999984,19.75886622,14.05919914,10.83824295
HU23,HUN,63,4/14/20,17.9734682,46.366715,816291,844334,0.160553761,0.294632863,0.47772843,16475.74184,6.9,35825,76.85,13.58556508,0.802440092,25.86309632,54.20193427,13.6299997,100,3.917419267,1.699999962,6.169999862,19.42941185,13.79975566,7.783333918
HU31,HUN,75,4/14/20,20.04083644,48.002835,1098230,1136040,0.158708068,0.281824619,0.478632515,16475.74184,6.9,35825,76.85,13.56123344,0.2001736,26.87363001,45.54290221,3.59999992,93.8999979,3.244838637,0.569999987,6.439999856,18.78686216,13.36290886,9.867477128
HU32,HUN,74,4/14/20,21.41557108,47.590285,1507285,1557690,0.141002408,0.27388874,0.481630573,16475.74184,6.9,35825,76.85,13.88917353,0.295725495,26.73464543,45.83096672,6.139999863,89.499998,3.357096699,0.949999979,6.909999846,17.69061933,12.60294307,8.298571644
