CODE_2,iso_alpha_3,RG_cumsum_10,date,RG_LON,RG_LAT,RG_pop_tot,RG_pop_tot_adj,RG_pop_65up,RG_pop_45_64,RG_pop_tot_perc_male,WB_gdp_pcap,WB_prevalence_diabetes,ST_tests,ST_stringency_index,RG_temp_med_30,RG_temp_min_30,RG_temp_max_30,RG_rh_med_30,RG_rh_max_30,RG_rh_min_30,RG_ah_med_30,RG_ah_min_30,RG_ah_max_30,RG_pm10,RG_pm25,RG_no2
JPN.46_1,JPN,32,4/27/20,131.5227719,34.25429916,1345588,1305705,0.247605855,0.289226529,0.480571986,40246.88013,5.6,150692,47.22,16.45006707,12.27156307,21.27805309,68.20064364,36.69999918,94.69999788,6.41677405,3.57999992,9.949999778,28.24869728,20.17071942,12.6349393
JPN.47_1,JPN,43,4/16/20,138.6891817,35.57038689,840134,815233,0.215115579,0.285003575,0.497941348,40246.88013,5.6,100703,47.22,15.11374159,6.926447941,25.61987332,66.21645013,22.2799995,97.02999783,5.438064395,2.21999995,10.20999977,28.04187441,20.09313964,19.3147222
JPN.5_1,JPN,44,4/18/20,132.7053212,33.51944351,1320060,1280933,0.234776305,0.29294117,0.478491989,40246.88013,5.6,111531,47.22,16.23547227,8.478442365,23.88546164,67.29870817,27.42999939,97.99999781,6.018064382,2.949999934,11.28999975,25.12775014,17.87456076,8.819865444
JPN.6_1,JPN,82,4/10/20,136.4373232,35.81755638,775215,752237,0.22099845,0.285685869,0.492080858,40246.88013,5.6,68771,45.37,13.57393633,7.404207418,23.78846199,66.82354689,23.85999947,98.2599978,5.110967628,2.409999946,9.309999792,22.53996114,15.90884859,9.173503189
JPN.7_1,JPN,224,4/8/20,130.4984807,33.48450661,4998334,4850183,0.198654138,0.280358342,0.478627828,40246.88013,5.6,61498,45.37,16.52128732,6.492121143,25.46206791,68.66967588,28.61999936,99.15999778,6.304838569,2.889999935,12.61999972,28.65864662,20.46316553,12.6239233
JPN.8_1,JPN,62,4/19/20,140.1355615,37.38313484,1901846,1845475,0.220808967,0.295388227,0.493210598,40246.88013,5.6,112816,47.22,12.08050598,3.357729419,21.59945492,67.88935332,17.7599996,99.99999776,4.675806347,1.879999958,8.249999816,22.69175405,15.88965413,10.94462126
JPN.9_1,JPN,59,4/6/20,137.0652467,35.80347061,2071022,2009636,0.215499113,0.279564099,0.490226529,40246.88013,5.6,46172,43.52,15.32067729,7.269566111,24.83808508,66.62580496,16.12999964,98.14999781,5.675483744,1.869999958,10.78999976,31.1843209,22.17479706,17.37879601
KOR.1_1,KOR,90,3/8/20,129.1159299,35.21388817,2892795,2837300,0.110723179,0.310023923,0.49196074,31761.97769,6.9,188518,55.56,9.403651848,-2.787994769,18.0408707,61.5487083,19.46999956,98.5599978,4.563870866,1.659999963,10.38999977,85.08241719,60.8052539,32.53635168
KOR.10_1,KOR,80,3/8/20,128.381955,35.31768799,3409412,3344006,0.114999742,0.272198323,0.503114802,31761.97769,6.9,188518,55.56,9.403651848,-2.787994769,18.0408707,61.5487083,19.46999956,98.5599978,4.563870866,1.659999963,10.38999977,85.08241719,60.8052539,32.53635168
KOR.11_1,KOR,50,3/28/20,126.6820117,37.46277809,2882487,2827190,0.083911204,0.273835537,0.500247831,31761.97769,6.9,371361,75.93,11.40589839,-0.651106924,22.54194408,65.66774047,20.46999954,98.82999779,4.559677317,1.839999959,8.829999803,185.135146,131.8593854,51.93281647
KOR.15_1,KOR,63,4/12/20,127.2538858,36.54962921,84895,83266,0.131986207,0.238537931,0.514606897,31761.97769,6.9,500833,82.41,14.33382142,4.418934562,25.18699427,51.72999884,14.36999968,98.72999779,4.017096684,1.519999966,10.07999977,93.06975957,66.60247615,33.94948176
KOR.16_1,KOR,82,3/1/20,126.954579,37.54138756,8575504,8410992,0.091087476,0.272102025,0.492317011,31761.97769,6.9,96985,55.56,3.45678395,-10.65799634,15.24091061,70.1254823,25.63999943,99.97999777,3.944516041,1.079999976,6.859999847,185.135146,131.8593854,51.93281647
KOR.17_1,KOR,40,4/2/20,129.2010611,35.51291656,982250,963407,0.065999692,0.283740162,0.515055326,31761.97769,6.9,413858,75.93,14.28819376,1.720317392,25.59960473,58.46741805,16.86999962,98.73999779,4.807419247,1.479999967,11.57999974,85.08241719,60.8052539,32.53635168
KOR.2_1,KOR,37,3/23/20,127.5392876,36.60275269,1774566,1740523,0.125522419,0.262917359,0.502896459,31761.97769,6.9,324408,75.93,10.39083463,-1.443029452,25.18554652,61.67935346,18.37999959,97.44999782,4.102903134,1.929999957,8.03999982,93.06975957,66.60247615,33.94948176
KOR.3_1,KOR,112,3/11/20,126.8623746,36.51944542,2016552,1977867,0.148559211,0.259595091,0.504765702,31761.97769,6.9,222395,55.56,7.525959027,-5.715357386,20.35438477,68.30677267,21.13999953,97.33999782,4.37387087,1.839999959,7.969999822,80.86067672,57.87741895,29.95730686
KOR.4_1,KOR,3618,3/3/20,128.5821609,35.76669312,1927968,1890982,0.100410821,0.283787552,0.495754922,31761.97769,6.9,125851,55.56,6.277199431,-7.637977344,17.91636368,61.83290184,14.31999968,99.78999777,3.938387009,0.959999979,8.139999818,71.01705876,50.7924846,27.93533238
KOR.5_1,KOR,39,4/5/20,127.3776065,36.31681252,1436528,1408970,0.083514458,0.255366295,0.501052518,31761.97769,6.9,441662,78.7,13.30820306,2.710582491,25.28109841,55.32709554,17.8399996,99.19999778,4.157419262,1.739999961,10.19999977,80.86067672,57.87741895,29.95730686
KOR.6_1,KOR,33,3/29/20,128.2431249,37.81024742,1499180,1470596,0.147769331,0.28368589,0.504771735,31761.97769,6.9,NA,75.93,11.42845536,2.470254996,20.63669719,61.5287083,23.51999947,94.81999788,4.259999905,1.749999961,8.259999815,48.59754762,34.69752234,16.6278175
KOR.7_1,KOR,30,4/11/20,126.8511401,35.1341877,1278948,1254413,0.088240239,0.249079484,0.494847609,31761.97769,6.9,496409,82.41,14.09260659,4.528964017,25.38823236,58.79225675,18.53999959,98.3299978,4.538709576,2.339999948,10.37999977,62.14157008,44.54018695,24.57269519
KOR.8_1,KOR,94,3/3/20,127.4617257,37.52965736,15861631,15557482,0.083947226,0.252282951,0.500900716,31761.97769,6.9,125851,55.56,4.047795308,-10.16575931,13.84382607,72.06096613,33.93999924,99.93999777,4.12612894,1.219999973,6.72999985,185.135146,131.8593854,51.93281647
KOR.9_1,KOR,772,3/4/20,128.6225795,36.34361076,3105906,3046322,0.14403384,0.277684545,0.5009271,31761.97769,6.9,136707,55.56,6.395915422,-7.637977344,17.91636368,61.31419218,14.31999968,99.78999777,3.912257977,0.959999979,8.139999818,71.01705876,50.7924846,27.93533238
LI00,LIE,122,3/29/20,9.547440827,47.15877,38894,38133,0.126837343,0.298484459,0.497873676,NA,9.4,900,NA,9.070481162,-0.458555377,21.79345423,70.97967583,30.68999931,96.71999784,4.243225712,2.069999954,6.939999845,15.61050697,11.12557382,14.03815463
LI00,CHE,122,3/28/20,9.547440827,47.15877,38894,38133,0.126837343,0.298484459,0.497873676,81993.72715,5.7,124461,76.85,8.817871092,-5.351970632,21.79345423,70.70741777,30.68999931,96.20999785,4.198064422,2.069999954,6.939999845,15.61050697,11.12557382,14.03815463
LU00,LUX,2178,3/31/20,6.08753491,49.814895,590298,601995,0.126306798,0.267152581,0.501351075,114704.5942,5,18690,79.63,11.35690819,3.082655781,21.5704998,70.76096616,23.01999949,98.06999781,4.897741826,1.819999959,8.469999811,20.40593299,14.20178283,11.43840294
LV00,LVA,347,3/29/20,24.41272765,56.88233,2482353,1913649,0.170291522,0.272019338,0.461447324,17836.36489,5,13805,65.74,8.632278114,2.347195736,17.5471859,74.04967576,24.43999945,99.07999779,4.300645065,2.039999954,6.489999855,20.66529494,14.41564923,6.357805643
ME00,MNE,140,4/2/20,19.29632821,42.699635,626691,636652,0.120390138,0.26212465,0.495276796,8832.036836,9,140,NA,15.51117396,6.337211252,25.35493397,66.30612755,25.29999943,93.9799979,5.739677291,2.909999935,8.899999801,15.47389717,11.08275145,4.43693285
MEX.11_1,MEX,65,4/1/20,-101.2914273,20.88313484,6967124,6687185,0.054599715,0.149350498,0.481310255,9863.072699,13.5,18686,82.41,25.28035118,12.16008585,35.39367402,39.3787088,6.69999985,87.64999804,5.549354715,1.229999973,9.309999792,23.70721393,16.94049088,13.09337908
MEX.12_1,MEX,44,4/1/20,-99.98498552,17.68819332,4015955,3854594,0.062880478,0.148007359,0.485676992,9863.072699,13.5,18686,82.41,29.21441794,20.53535427,37.72890444,61.51483733,22.5399995,96.11999785,11.01967717,5.929999867,14.62999967,28.9818229,20.83329736,8.726473904
MEX.13_1,MEX,50,4/3/20,-99.17292902,20.48237991,3917075,3759687,0.059837471,0.162522229,0.483409579,9863.072699,13.5,22092,82.41,20.46525486,7.524371166,32.37944605,59.64515996,9.959999777,96.44999784,6.490967597,1.759999961,9.779999781,78.86024747,55.67974957,16.06642233
MEX.14_1,MEX,100,3/23/20,-103.1982727,20.81243896,9606613,9220619,0.056360053,0.16063461,0.490374265,9863.072699,13.5,7397,19.44,24.15670573,12.96503819,34.81457162,45.83677317,13.75999969,85.49999809,6.268386957,2.969999934,9.369999791,26.33739563,18.86678783,14.26417622
MEX.15_1,MEX,191,3/13/20,-99.77833163,19.32400036,19351484,18573942,0.048392208,0.167457593,0.486986301,9863.072699,13.5,3134,2.78,19.41857398,7.993444107,32.10147689,49.13290213,9.729999783,100,5.451935362,1.629999964,8.399999812,196.98722,138.6008326,27.78593185
MEX.16_1,MEX,40,4/2/20,-101.665356,19.14700699,5228530,5018448,0.065038237,0.157189753,0.483620778,9863.072699,13.5,20372,82.41,23.05757872,12.76235235,33.27271149,57.84128903,19.29999957,99.50999778,7.307419192,4.159999907,11.30999975,26.31570665,18.78624191,8.887860392
MEX.19_1,MEX,78,3/22/20,-99.48624813,25.47406101,10225338,9814483,0.055081514,0.170181029,0.499102447,9863.072699,13.5,6561,8.33,22.20326258,5.509094824,38.14006714,61.31128895,12.92999971,100,8.118386915,1.549999965,12.79999971,17.98159743,13.25812724,6.755291167
MEX.2_1,MEX,84,4/4/20,-111.5426407,25.41166687,1003364,963049,0.039178073,0.155454043,0.511324251,9863.072699,13.5,23164,82.41,24.18874317,18.93992717,28.93813005,63.91709535,31.4099993,86.81999806,9.075806249,5.159999885,12.14999973,8.233785055,5.696684639,0.947899321
MEX.20_1,MEX,41,4/6/20,-96.00894969,17.14526463,4510260,4329038,0.07007823,0.159133805,0.478674359,9863.072699,13.5,25951,82.41,23.39952934,13.92055714,33.25389066,57.28516001,15.49999965,99.75999777,7.317741772,3.429999923,10.69999976,18.11043085,13.20726844,6.496123123
MEX.21_1,MEX,89,3/23/20,-97.36182202,19.38235569,7143442,6856418,0.056404494,0.150727173,0.480211949,9863.072699,13.5,7397,19.44,21.80909933,10.54439017,31.88720901,50.09903114,17.8999996,85.41999809,6.08290309,3.229999928,9.709999783,95.78965852,67.5366041,14.04934081
MEX.22_1,MEX,40,3/30/20,-100.0410593,20.80926514,2448548,2350166,0.04633797,0.149582663,0.485807462,9863.072699,13.5,15617,82.41,23.16975646,9.976869817,35.04476483,51.54838594,12.23999973,99.21999778,6.393870825,2.799999937,10.40999977,28.12869377,20.02783513,11.20117243
MEX.23_1,MEX,106,3/27/20,-88.49586131,19.72833347,1824024,1750731,0.027803175,0.131824535,0.50781798,9863.072699,13.5,12441,63.89,27.78753765,23.42362748,30.32652805,72.87483708,49.88999888,91.36999796,12.70225778,8.03999982,16.45999963,16.82674046,12.46409757,0.631824133
MEX.24_1,MEX,43,3/31/20,-101.155966,22.86902523,2954803,2836079,0.064783788,0.158940625,0.48752561,9863.072699,13.5,17106,82.41,22.28013375,8.685471472,34.92749659,55.69677295,10.39999977,99.26999778,6.628709529,2.179999951,10.52999976,13.24000746,9.043328993,6.50191975
MEX.25_1,MEX,117,3/30/20,-107.4705184,24.75638866,3093898,2969585,0.060399328,0.17101528,0.497536977,9863.072699,13.5,15617,82.41,25.02180999,12.97372472,35.61083742,64.19290179,26.59999941,99.82999777,9.201290117,5.729999872,12.32999972,22.54007085,16.13467325,6.709533603
MEX.26_1,MEX,46,4/1/20,-110.45674,29.39833355,3301092,3168465,0.055361696,0.170452497,0.503557306,9863.072699,13.5,18686,82.41,22.01748279,10.68047923,32.96433947,57.08516001,10.34999977,99.27999778,6.79612888,1.999999955,12.43999972,9.731097352,6.86405207,3.586351152
MEX.27_1,MEX,91,3/28/20,-92.5649119,17.95204926,2793122,2680897,0.047308052,0.152436443,0.491974347,9863.072699,13.5,13208,63.89,28.75178984,18.30581004,37.54648718,72.62193386,34.81999922,97.00999783,12.9935481,9.299999792,17.16999962,50.08362004,36.67857155,8.012142733
MEX.28_1,MEX,45,4/4/20,-98.4060557,24.93251419,3886589,3730450,0.056389964,0.166350578,0.494788829,9863.072699,13.5,23164,82.41,26.94662493,21.29832168,30.57554208,83.89322393,52.69999882,97.37999782,14.06580614,7.60999983,17.01999962,18.12002668,13.36327788,1.975761498
MEX.3_1,MEX,182,3/28/20,-115.2310398,30.29873848,3828864,3675031,0.041351441,0.154410344,0.504796303,9863.072699,13.5,13208,63.89,17.70606545,12.99688882,24.10407279,73.642579,27.57999938,98.05999781,7.299032095,3.889999913,10.73999976,18.1483079,12.82520869,15.79684029
MEX.30_1,MEX,50,3/30/20,-96.8405514,19.80402756,8566698,8222487,0.067217778,0.178671358,0.483724126,9863.072699,13.5,15617,82.41,29.22553297,19.96493841,40.47674531,69.00451459,29.52999934,94.44999789,12.65967714,7.429999834,16.60999963,23.1018922,17.27782196,2.562691819
MEX.31_1,MEX,58,3/24/20,-89.0366132,20.63473892,2289556,2197562,0.062285467,0.168185696,0.492629576,9863.072699,13.5,8526,52.78,28.12033472,14.78921074,39.20561555,65.61645015,25.99999942,96.62999784,11.40258039,6.69999985,16.00999964,22.87047006,16.89550717,1.689925754
MEX.5_1,MEX,38,4/8/20,-92.28531229,16.25334549,6060841,5817518,0.044884557,0.134647633,0.490459621,9863.072699,13.5,30087,82.41,26.61013841,18.58957022,34.58437842,67.77064365,27.65999938,96.70999784,10.70290299,6.959999844,13.4499997,28.36532202,20.78865093,5.718702773
MEX.6_1,MEX,53,4/4/20,-106.1047269,28.68692112,3781888,3629937,0.054484428,0.161996166,0.497152581,9863.072699,13.5,23164,82.41,19.20211111,5.86813831,31.51947899,49.27257954,10.74999976,97.01999783,5.036774081,1.559999965,9.609999785,21.0533152,14.2429466,9.377700232
MEX.7_1,MEX,121,3/31/20,-102.4060887,27.20211124,3773645,3622021,0.053108084,0.166334258,0.496023375,9863.072699,13.5,17106,82.41,22.41500857,8.277204282,36.20731289,55.84483746,8.719999805,94.41999789,6.91225791,1.819999959,10.76999976,16.62218311,12.11970946,6.483400319
MK00,MKD,663,4/10/20,21.74936117,41.612855,2131350,2118844,0.111462926,0.254253422,0.501783868,6093.14769,9.3,663,NA,12.89166965,1.209259526,28.21135654,63.32838568,13.86999969,99.85999777,4.354516032,1.669999963,6.599999852,19.05011411,13.60813226,7.983218211
MYS.1_1,MYS,259,3/27/20,103.301138,2.04687047,4084230,3800548,0.035436083,0.179651322,0.529106312,11414.83766,16.7,24168,73.15,29.99896158,25.54169449,35.17506287,82.00419172,54.20999879,97.18999783,15.81967707,12.87999971,18.91999958,56.26977282,39.47212233,10.59647136
MYS.10_1,MYS,17,4/12/20,100.2642298,6.490690947,257014,239140,0.049271308,0.204946659,0.49479311,11414.83766,16.7,77491,73.15,31.15305661,26.36257214,38.31524561,70.04645005,34.50999923,94.20999789,14.28516097,9.139999796,16.96999962,34.9936417,24.66305498,4.096560949
MYS.11_1,MYS,87,3/29/20,100.4562,5.357679606,1836330,1708782,0.04409478,0.204373249,0.502671227,11414.83766,16.7,NA,73.15,30.98035333,27.04446521,34.86524308,77.22903053,56.45999874,90.38999798,15.68161255,12.94999971,17.07999962,45.33020261,32.12686027,9.743023655
MYS.12_1,MYS,38,4/5/20,101.6879279,2.894106746,98490,91649,0.007691934,0.102521335,0.500089064,11414.83766,16.7,43539,73.15,29.86525431,25.14356159,37.16862287,82.01386913,47.26999894,99.01999779,15.74645126,12.05999973,17.29999961,88.11896086,62.3388229,18.9770367
MYS.13_1,MYS,182,3/27/20,117.1792791,5.581777573,4303618,4004720,0.019563112,0.119779694,0.517903878,11414.83766,16.7,24168,73.15,28.49044654,23.37874704,34.79864631,82.71774009,49.97999888,98.06999781,14.74064483,10.59999976,17.04999962,20.08435096,14.08861368,2.656397882
MYS.14_1,MYS,129,3/29/20,113.6689561,2.927875996,2865477,2666725,0.036480395,0.178017421,0.516204726,11414.83766,16.7,NA,73.15,29.22670051,26.23082634,32.10726792,85.55612712,74.02999835,95.50999787,15.90806416,14.09999968,17.43999961,38.80782812,27.20601988,2.522658769
MYS.15_1,MYS,546,3/27/20,101.5131496,3.229584456,7107394,6613729,0.024201382,0.158678053,0.517910941,11414.83766,16.7,24168,73.15,29.41019191,23.99404334,37.47409938,79.89774015,33.38999925,98.77999779,14.73548354,9.059999797,17.6899996,88.11896086,62.3388229,18.9770367
MYS.16_1,MYS,48,4/1/20,103.0057173,4.867157936,1152979,1072895,0.033504315,0.165492918,0.511043512,11414.83766,16.7,35802,73.15,29.0349429,24.53260857,34.80154182,84.95225617,55.98999875,99.28999778,15.60645126,12.65999972,18.35999959,26.1002227,18.34730962,3.241841978
MYS.2_1,MYS,75,3/29/20,100.679944,5.811975956,2306442,2146216,0.041918568,0.194505859,0.507623921,11414.83766,16.7,NA,73.15,31.1502078,27.1371216,36.54174452,74.10032092,40.50999909,91.99999794,15.11290289,10.12999977,17.35999961,38.13996009,26.96553574,7.375781951
MYS.3_1,MYS,123,3/29/20,102.0765591,5.398029804,1672542,1556329,0.037913044,0.181325072,0.504909595,11414.83766,16.7,NA,73.15,29.75223594,24.21120674,34.75087036,84.12419167,55.48999876,99.56999777,15.94612868,12.64999972,17.8899996,41.18178737,29.0941145,7.030506133
MYS.4_1,MYS,323,3/27/20,101.6707695,3.131204724,2085286,1940447,0.032443028,0.182711653,0.509447645,11414.83766,16.7,24168,73.15,29.41019191,23.99404334,37.47409938,79.89774015,33.38999925,98.77999779,14.73548354,9.059999797,17.6899996,88.11896086,62.3388229,18.9770367
MYS.5_1,MYS,16,4/17/20,115.2186002,5.316313982,77858,72450,0.016582375,0.138773946,0.515478927,11414.83766,16.7,96695,73.15,29.76531244,26.97207741,32.61398252,81.50193366,61.46999863,88.64999802,15.89677384,13.5699997,17.19999962,28.22869809,19.87322644,3.094270168
MYS.6_1,MYS,43,3/29/20,102.2935095,2.296943903,1018247,947522,0.041540102,0.193253545,0.505071947,11414.83766,16.7,NA,73.15,30.64237236,26.66949641,35.88156779,75.43774025,47.11999895,92.33999794,14.95806418,11.39999975,17.31999961,62.62675304,44.2817208,14.23908719
MYS.7_1,MYS,138,3/27/20,102.2188345,2.774700522,1206702,1122887,0.039068885,0.197005874,0.519301157,11414.83766,16.7,24168,73.15,30.28337558,24.07946094,39.37355524,76.27225636,29.66999934,98.3799978,14.69838677,8.819999803,16.95999962,88.11896086,62.3388229,18.9770367
MYS.8_1,MYS,96,3/29/20,102.595325,3.617359996,1693137,1575535,0.03527728,0.176743142,0.52860143,11414.83766,16.7,NA,73.15,29.38095658,24.25608717,37.47409938,81.42612721,33.38999925,98.77999779,14.97548354,9.059999797,17.6899996,88.11896086,62.3388229,18.9770367
MYS.9_1,MYS,176,3/29/20,101.0192375,4.799846172,2689284,2502483,0.052817161,0.216777147,0.506061764,11414.83766,16.7,NA,73.15,30.22303685,26.07012543,36.33326766,84.69806262,52.74999882,99.62999777,16.4554835,12.82999971,18.16999959,36.63714187,25.92787919,9.016367371
NL11,NLD,169,4/1/20,6.888167856,53.150775,576423,570947,0.141196068,0.281509308,0.501629416,52447.83144,5.4,63163,79.63,11.09285618,2.600553035,17.4747981,72.54161128,27.35999939,97.90999781,4.918064406,2.289999949,8.129999818,16.37155728,10.97400995,10.72483093
NL12,NLD,144,4/1/20,5.835128603,53.087125,660148,653876,0.152034101,0.288933586,0.503859121,52447.83144,5.4,63163,79.63,11.19662759,3.619773254,16.77697971,74.56967575,34.06999924,98.78999779,5.096451499,2.509999944,7.799999826,15.81803262,10.46895847,10.43303575
NL13,NLD,81,3/27/20,6.688165636,52.90823,505377,500604,0.163262865,0.305880477,0.499015793,52447.83144,5.4,63163,74.07,10.9538249,3.959995912,17.4747981,74.83354671,27.35999939,99.98999777,5.077419241,2.359999947,8.129999818,16.37155728,10.97400995,10.72483093
NL21,NLD,525,3/28/20,6.381330438,52.486755,1174491,1163398,0.141161494,0.274738258,0.503439903,52447.83144,5.4,63163,74.07,11.54749826,3.682026762,20.45283218,72.52161128,22.4699995,99.99999776,5.07161279,2.029999955,8.549999809,18.23172124,12.40949652,12.96774624
NL22,NLD,593,3/24/20,6.087344524,52.12683,2077224,2057699,0.144149088,0.291194616,0.497361134,52447.83144,5.4,63163,74.07,11.35116387,3.996189812,20.93059166,77.64096601,26.41999941,99.77999777,5.499032135,2.179999951,8.579999808,19.5214221,13.38460064,14.21497834
NL23,NLD,166,3/31/20,5.466269286,52.54816,461157,456775,0.08910502,0.274245275,0.501957229,52447.83144,5.4,63163,79.63,11.59214519,3.043566369,19.16722486,72.74580483,25.81999942,98.4999978,5.079677306,2.319999948,8.329999814,18.03656589,12.15697677,13.65348053
NL31,NLD,237,3/19/20,5.153679855,52.11763,1338012,1325300,0.121901336,0.269520789,0.492261053,52447.83144,5.4,63163,70.37,10.90058484,4.127935607,19.82595383,81.49451431,51.90999884,99.99999776,5.858064385,4.079999909,8.389999812,20.16641532,13.80203304,15.13404699
NL32,NLD,600,3/23/20,4.859316673,52.59381,2828682,2801807,0.131371827,0.283466587,0.495808873,52447.83144,5.4,63163,74.07,11.24407663,4.304561838,18.15090015,79.63741757,36.47999918,98.03999781,5.666451486,2.849999936,8.019999821,16.99794322,11.35187173,13.274231
NL33,NLD,303,3/19/20,4.467859211,51.98667,3658161,3623406,0.13257586,0.279661266,0.497509216,52447.83144,5.4,63163,70.37,11.03494594,4.009219616,18.6952564,81.14903044,56.78999873,97.35999782,5.888386965,4.109999908,8.159999818,19.59719222,13.3410298,15.44507668
NL34,NLD,178,4/1/20,3.704469733,51.57442,384384,380809,0.169181914,0.299922175,0.500680287,52447.83144,5.4,63163,79.63,11.88113597,2.287837741,20.66710007,72.98193385,27.90999938,97.61999782,5.175161175,2.359999947,8.469999811,19.59719222,13.3410298,15.44507668
NL41,NLD,668,3/17/20,5.037426766,51.528745,2543007,2519058,0.147261624,0.292797893,0.502619057,52447.83144,5.4,63163,62.04,10.59865766,3.845623189,19.42926869,80.56096594,38.36999914,99.46999778,5.816774064,3.739999916,8.609999808,20.16641532,13.80203304,15.13404699
NL42,NLD,690,3/24/20,5.865537094,51.26208,1100819,1090990,0.169733769,0.319194398,0.500100272,52447.83144,5.4,63163,74.07,11.02681982,2.878522186,21.07971052,77.73903052,23.07999948,98.74999779,5.411612782,1.949999956,8.649999807,21.96895048,15.19835657,15.6440354
NO01,NOR,744,3/26/20,11.17360169,60.0403,1288705,1317802,0.111304037,0.245540634,0.500174096,75419.63487,5.3,69930,75.93,6.464707183,-6.094669456,16.4222795,78.19064341,30.61999932,99.77999777,4.079032167,1.999999955,6.109999863,11.78122427,8.065899957,14.99426898
NO02,NOR,147,3/26/20,10.47887177,61.264355,385015,393706,0.163849772,0.286131825,0.501694499,75419.63487,5.3,69930,75.93,5.219870538,-12.51981055,14.78341971,79.14483694,33.95999924,99.66999777,3.850967656,1.709999962,5.899999868,11.78122427,8.065899957,14.99426898
NO03,NOR,1032,3/26/20,8.783476943,59.93463,998291,1020828,0.143401834,0.275621587,0.501360527,75419.63487,5.3,69930,75.93,6.105663697,-6.547817082,15.67668516,78.5990305,33.13999926,99.86999777,4.015483781,2.029999955,5.999999866,11.78122427,8.065899957,14.99426898
NO04,NOR,404,3/26/20,7.241405727,58.91286,755116,772165,0.117359921,0.248879276,0.507930452,75419.63487,5.3,69930,75.93,9.294883341,2.615030595,13.52966302,77.36064343,38.60999914,95.76999786,4.802903118,2.189999951,6.669999851,9.187450753,5.732630165,4.447659405
NO05,NOR,446,3/26/20,5.923702544,61.395615,856559,875899,0.132984162,0.258041986,0.50879905,75419.63487,5.3,69930,75.93,9.347843189,2.74677639,14.25643653,76.39903055,35.29999921,98.80999779,4.759999894,2.129999952,7.009999843,10.68918356,6.70521453,6.183145825
NO06,NOR,236,3/26/20,11.68728017,63.69731,443199,453205,0.135118853,0.258579315,0.506750523,75419.63487,5.3,69930,75.93,5.33989418,-7.846454207,14.60679348,71.96709517,30.90999931,95.15999787,3.505483793,1.689999962,5.699999873,6.599787086,4.311803756,4.149205335
NO07,NOR,189,3/29/20,16.78038939,68.035885,453675,463915,0.142832272,0.273067963,0.509399904,75419.63487,5.3,76265,75.93,4.014029902,-7.503336037,11.35658128,78.22290148,47.00999895,95.21999787,3.523870889,1.659999963,5.319999881,5.585582268,3.350377347,2.512631724
NZL.1_1,NZL,281,3/30/20,174.547434,-36.70502472,1477254,1559719,0.102863387,0.246902669,0.487659648,42084.35337,6.2,21684,96.3,21.97801977,15.25683592,27.40495645,74.62774027,37.92999915,98.77999779,9.355806242,5.539999876,13.86999969,9.994153018,5.922449652,2.19237152
NZL.11_1,NZL,28,4/16/20,173.941634,-35.39449883,149683,158039,0.166925821,0.292473739,0.487634473,42084.35337,6.2,74401,96.3,20.61470064,15.07731418,28.71517563,73.11515966,41.02999908,99.43999778,8.375806264,5.669999873,11.72999974,9.384169157,5.360466773,0.751357054
NZL.13_1,NZL,159,4/4/20,166.1143587,-50.68712044,0,0,NA,NA,NA,42084.35337,6.2,36509,96.3,14.2349537,11.92410163,17.87437876,85.81064324,57.56999871,99.24999778,6.978709521,4.209999906,8.50999981,24.01609559,12.34628266,0.011251723
NZL.17_1,NZL,144,4/4/20,175.3575784,-37.88444138,421968,445524,0.133974612,0.258337933,0.489702752,42084.35337,6.2,36509,96.3,20.4740815,11.40146171,28.95695088,70.27870811,34.39999923,99.73999777,8.004193369,4.949999889,12.01999973,9.676791075,5.770527687,2.438837888
NZL.19_1,NZL,83,4/4/20,171.5277802,-42.63683891,31720,33491,0.14686595,0.311807197,0.505442562,42084.35337,6.2,36509,96.3,18.12017036,9.859601582,23.87387959,80.47870788,42.37999905,99.78999777,8.165806269,5.169999884,11.36999975,5.981356792,3.410571392,0.286379147
NZL.2_1,NZL,45,4/17/20,176.8386534,-38.11458969,270534,285636,0.155344739,0.270013764,0.484323485,42084.35337,6.2,79078,96.3,19.97175687,14.57639061,26.27860229,72.06967581,35.9399992,98.4499978,8.011290144,5.029999888,11.52999974,8.610557941,5.085923988,1.387986995
NZL.3_1,NZL,114,4/5/20,171.5457746,-43.74160767,578516,610810,0.14028742,0.275686008,0.495906024,42084.35337,6.2,40218,96.3,18.06557595,9.241409773,29.46511323,74.06774028,26.02999942,99.99999776,7.359677255,2.959999934,10.21999977,8.063553417,5.082149432,1.928606757
NZL.6_1,NZL,42,4/22/20,176.6195463,-39.5076046,152188,160683,0.15066638,0.27712224,0.482515783,42084.35337,6.2,101277,96.3,19.4061046,15.18155261,26.33506478,72.14290161,32.93999926,93.44999791,7.909677243,4.119999908,10.68999976,9.133585076,5.543520996,1.037518364
NZL.8_1,NZL,48,4/7/20,173.6029019,-41.68832207,43845,46292,0.186137184,0.301419976,0.491672684,42084.35337,6.2,47175,96.3,18.03965645,11.72575906,26.47404935,78.11483696,35.45999921,98.16999781,7.789999826,3.909999913,11.51999974,7.213122912,4.246691125,0.980811477
